epsilon,mean_return
0.0,925.5377052759862
0.03571428571428571,948.8783093730984
0.07142857142857142,967.3223887348689
0.10714285714285714,1005.5637158674342
0.14285714285714285,1143.4066513752175
0.17857142857142855,1044.517862750804
0.21428571428571427,1226.2279277100808
0.25,1075.799314144285
0.2857142857142857,1104.6749763016683
0.3214285714285714,1295.0988856201527
0.3571428571428571,1195.4075991340283
0.39285714285714285,1093.4617213867298
0.42857142857142855,1173.6572089578578
0.46428571428571425,1229.1565079526817
0.5,1049.3632255973987
