epsilon,mean_return
0.0,6574.802082837165
0.03571428571428571,6703.533398662965
0.07142857142857142,5104.083342919293
0.10714285714285714,3020.406510795028
0.14285714285714285,2921.62712967235
0.17857142857142855,2199.1399777304246
0.21428571428571427,2178.0556419045765
0.25,1847.1349372170432
0.2857142857142857,1965.0342594196106
0.3214285714285714,1931.7828168515036
0.3571428571428571,1503.7789898022033
0.39285714285714285,1549.1444059109663
0.42857142857142855,1308.9890947675858
0.46428571428571425,1028.2039746825637
0.5,1318.4212321417072
