epsilon,mean_return
0.0,27088.222730677277
0.03571428571428571,27066.650418194986
0.07142857142857142,26914.296735754553
0.10714285714285714,19814.678648878147
0.14285714285714285,11516.305168454177
0.17857142857142855,6961.774789107212
0.21428571428571427,4523.62974260774
0.25,2893.7945437438684
0.2857142857142857,2273.33570401336
0.3214285714285714,2011.3422915077792
0.3571428571428571,2117.7473877141606
0.39285714285714285,1611.4141701920423
0.42857142857142855,1448.8525673872084
0.46428571428571425,1354.3717945419833
0.5,1321.2073593022155
