epsilon,mean_return
0.0,1890.4362840350746
0.03571428571428571,1989.0709032114698
0.07142857142857142,1920.7073885156112
0.10714285714285714,2099.257946135302
0.14285714285714285,1924.8825899165656
0.17857142857142855,1950.3223988021975
0.21428571428571427,1901.3902120639818
0.25,1771.5637142028586
0.2857142857142857,1638.761448260807
0.3214285714285714,1775.3940852625574
0.3571428571428571,1795.5784315132173
0.39285714285714285,1655.4779367527126
0.42857142857142855,1605.7172384971554
0.46428571428571425,1490.4979767366806
0.5,1440.9058210135918
