epsilon,mean_return
0.0,27721.05463395216
0.03571428571428571,26709.7212637874
0.07142857142857142,8945.116750133775
0.10714285714285714,4791.42618786855
0.14285714285714285,3263.8279277762213
0.17857142857142855,2943.821614630024
0.21428571428571427,1857.8786109844348
0.25,2044.5407256465337
0.2857142857142857,1725.5047024247515
0.3214285714285714,1290.6112807362774
0.3571428571428571,1231.6962298841095
0.39285714285714285,1334.600588189783
0.42857142857142855,909.2028297582082
0.46428571428571425,1028.3374278419044
0.5,980.8505187911355
