epsilon,mean_return
0.0,2529.1798118599268
0.03571428571428571,2160.9961111871557
0.07142857142857142,2063.992981775483
0.10714285714285714,2483.9893870634965
0.14285714285714285,1821.0811572243454
0.17857142857142855,1873.8350538971222
0.21428571428571427,1685.464680814952
0.25,1591.6326803540646
0.2857142857142857,1105.5407675565514
0.3214285714285714,1241.6113429251461
0.3571428571428571,1467.2263736125717
0.39285714285714285,1297.129908990819
0.42857142857142855,1236.5248695615658
0.46428571428571425,1186.8843615006022
0.5,1166.0955123633014
