epsilon,mean_return
0.0,10405.47286578363
0.03571428571428571,7784.576356864398
0.07142857142857142,5311.059566158021
0.10714285714285714,3577.166121558323
0.14285714285714285,4012.180930096335
0.17857142857142855,3334.009686895624
0.21428571428571427,3162.9986697389627
0.25,3126.1127709316934
0.2857142857142857,3638.681753183025
0.3214285714285714,2740.7017131292537
0.3571428571428571,2057.262558384283
0.39285714285714285,2182.66559401351
0.42857142857142855,2053.1766861295227
0.46428571428571425,2281.123855452598
0.5,1556.9177791147965
