episode,timestep,mean_reward,std_reward,steps_to_1000_return
178,8789,81.43606372600324,109.1520621220687,
179,8845,81.4571794562861,108.8471056448171,
180,8905,80.49896397435833,109.29879029859218,
181,8959,79.47830693463067,109.85325510533556,
182,8984,79.25363042216492,109.59273790838024,
183,9015,79.12033418110484,109.30768700150195,
184,9051,79.05901953088559,109.01340612381985,
185,9089,78.97771555804579,108.7239697420088,
186,9167,79.66797475121349,108.83700219372034,
187,9227,79.06545451814638,108.85619808411312,
188,9321,80.00601190071758,109.32552722656105,
189,9420,81.07256102473146,110.01221530065241,
190,9531,80.39234829897298,110.12010464758353,
191,9565,80.25178728437578,109.84854187505228,
192,9589,80.02201765665468,109.60811290530125,
193,9612,79.78662637840081,109.3724305638201,
194,9706,80.76264764841171,109.9296241294528,
195,9785,81.40085390314088,110.00712683087579,
196,9880,82.37710074545707,110.56975874932738,
197,9974,83.32950378424955,111.09184635654127,
198,10005,83.15074024238184,110.83935873097406,
199,10088,83.98684792450071,111.18473370165555,
200,10172,84.71583997717404,111.38217647552877,
201,10195,84.4677677431945,111.16013612620058,
202,10254,84.02986418678819,111.05831063194351,
203,10310,83.15859968837974,111.4743403793156,
204,10346,83.08445442675054,111.20580112488015,
205,10367,82.81682335210886,111.00007421001224,
206,10454,83.53462417598334,111.20624761993997,
207,10481,83.34488341039555,110.97072899171779,
208,10583,84.32015974694558,111.58937802111201,
209,10667,85.0066279483415,111.76147395738792,
210,10750,85.70652898933346,111.95324439821876,
211,10836,86.46623016730193,112.22891318638858,
212,10988,87.55604176777463,113.07749322230167,
213,11073,88.33611142785035,113.38206518048672,
214,11162,89.1771997035258,113.78094211953622,
215,11248,89.94680744398858,114.07295787303946,
216,11364,90.9208364912505,114.70123591863418,
217,11452,91.72852746808566,115.05066644784205,
218,11554,92.61472161088815,115.52643004101569,
219,11653,93.45268829859478,115.9245047175264,
220,11682,93.24062633458696,115.70330693420527,
221,11712,93.0522381587367,115.47505030534369,
222,11799,93.66548329938162,115.57479555391023,
223,11820,93.34958089077287,115.41138789656613,
224,11852,93.18045916001246,115.18117639843807,
225,11935,93.73113824205176,115.22008375033381,
226,11988,93.81916187562932,114.97247123974466,
227,12051,93.00311785791449,115.37303329590205,
228,12137,93.66705090550424,115.55353183655843,
229,12171,93.53297864205696,115.31872669254241,
230,12247,94.00849055007436,115.2925370881135,
231,12281,93.87559856367679,115.06036784754795,
232,12302,93.50959733668829,114.94680560676468,
233,12332,93.32358640464071,114.73486033196988,
234,12384,93.31762547532989,114.48947404646562,
235,12487,94.03572199766127,114.77249966040756,
236,12538,94.0798132283413,114.5310738989086,
237,12634,94.83341721494706,114.87405375201065,
238,12694,94.27086742352549,114.95914144649872,
239,12721,94.05915262316329,114.76487571699485,
240,12752,93.84745454547165,114.57228578914001,
241,12841,94.57197255279284,114.88395409055454,
242,12932,95.22837160712257,115.09831265155053,
243,13016,95.88211225433152,115.31057977393885,
244,13036,95.593787165597,115.1617851237148,
245,13120,96.2148145633796,115.33520659938944,
246,13204,96.69335066260828,115.34400752961096,
247,13237,96.53887929331886,115.13577488436944,
248,13322,97.06061573028543,115.19561472303114,
249,13352,96.87678877201476,115.00050809709431,
250,13437,97.42943571858396,115.1011105002033,
251,13525,97.96104073271849,115.17870756493576,
252,13609,98.49870799823685,115.26513737009628,
253,13687,98.9074738217363,115.21998267426022,
254,13768,99.40680806674025,115.26690664286583,
255,13856,99.22792026526338,115.07599323049232,
256,13935,99.68212480518912,115.07981019210341,
257,14018,100.16255296766138,115.11263958303245,
258,14100,100.71889961186054,115.23500633830392,
259,14189,101.24359401317656,115.32070278582118,
260,14268,101.71682528999422,115.35041180297516,
261,14349,102.24841379208203,115.44786784437001,
262,14431,102.74363382604872,115.5047512042914,
263,14516,103.31520749925846,115.65558554208054,
264,14547,103.12341724984822,115.47822759498321,
265,14625,103.53847454542068,115.45726228821232,
266,14712,103.99694614417261,115.48145825880499,
267,14801,104.59095935883295,115.67142391646439,
268,14888,105.1783913123825,115.8537386703841,
269,14976,105.77012560627811,116.0432358318785,
270,15011,105.36216206592215,116.02124461021553,
271,15106,105.92721251533415,116.17858674575824,
272,15198,106.45943660154722,116.2953357632456,
273,15280,106.91183067246399,116.32167497822027,
274,15378,107.54717015259877,116.5827945861972,
275,15462,108.08164353321614,116.70645018318035,
276,15578,108.68476139853593,116.92338441946863,
277,15697,109.38361658510699,117.28819956991292,
278,15781,109.90598886310443,117.39941921429525,
279,15868,110.43233033265562,117.51697482655908,
280,15948,110.85358623799111,117.51777509361696,
281,16018,110.19961284094197,117.8177863117178,
282,16103,110.72193016420604,117.93416969452466,
283,16180,111.1167702356532,117.91219308656407,
284,16268,111.64328503033623,118.03720893956299,
285,16351,112.11128125562827,118.093596566521,
286,16437,112.63073623423722,118.21267914859418,
287,16521,113.07808883024467,118.24881543240144,
288,16633,112.63604391368277,118.28064883077042,
289,16720,113.02788331581544,118.26293367681807,
290,16804,113.51175818517017,118.34508211038785,
291,16893,114.03782827596396,118.48074450123377,
292,16973,114.44209775306243,118.47857100077836,
293,17068,115.00183924900037,118.66233618381075,
294,17152,115.43279275587385,118.68981654746042,
295,17233,115.87783377245515,118.73394278252906,
296,17282,115.22350227954428,119.06479664443647,
297,17372,115.7424859973159,119.1990754157798,
298,17466,116.23722266357055,119.30396195104123,
299,17553,116.71742592197928,119.39241699130797,
300,17615,116.17986506594985,119.55516133323651,
301,17730,116.80335281584786,119.84394516771027,
302,17817,117.25174021273466,119.89799597643588,
303,17909,117.75925127339674,120.0244592805097,
304,17996,118.23255848003677,120.10978754994385,
305,18080,118.6639196709999,120.1483564342238,
306,18115,118.47285081301683,119.99827927720918,
307,18193,118.79943679459457,119.93881902304075,
308,18272,119.1430941324271,119.89525234778405,
309,18388,119.74686594867632,120.16916975980381,
310,18468,120.13731070352914,120.17134783857675,
311,18545,120.44234982157005,120.09814075989506,
312,18615,119.72071160351156,120.57898215813206,
313,18714,120.17189636228422,120.64971051662664,
314,18792,120.50475279309985,120.6012983846869,
315,18863,119.77291784105957,121.10603816124693,
316,18945,120.17565168951906,121.1253492986039,
317,19037,120.62168303394584,121.19378974259011,
318,19113,120.84798765096777,121.07014894894434,
319,19198,121.23209157612396,121.07414082031453,
320,19286,121.5233513798664,120.99669358862404,
321,19373,121.9628447415799,121.06362448285547,
322,19459,122.29325577534803,121.02036372009276,
323,19482,121.82290338090174,121.12729463665066,
324,19565,122.1831947433242,121.11344554982004,
325,19652,122.6038328580734,121.163774910319,
326,19690,122.4165085223977,121.02492318628444,
327,19782,122.275951948395,120.8663741096751,
328,19891,122.79665124942636,121.04875261190416,
329,19974,123.13812257731252,121.02276148047913,
330,20052,123.4539760984607,120.97498754030238,
331,20137,123.58813315881346,120.81669026132346,
332,20224,123.91693897846507,120.78283096378719,
333,20294,123.13191555098989,121.44662153017366,
334,20377,123.49662658790349,121.4471739616524,
335,20457,123.84886063923896,121.43651404668883,
336,20543,124.25272863322832,121.4807771310262,
337,20624,124.55301396191099,121.42522689184739,
338,20714,124.97984006394687,121.49839096070286,
339,20801,125.38881207631026,121.55182820249296,
340,20886,125.69566095232925,121.50436399604682,
341,20986,126.13667615586053,121.5982911220218,
342,21074,126.52610923486439,121.63315947300161,
343,21168,126.89673401203015,121.64896430544017,
344,21201,126.69483440644909,121.52955842323591,
345,21297,127.08677558955128,121.5708360285323,
346,21357,126.43368016298436,121.99961906183809,
347,21487,127.03737729019883,122.3401558113541,
348,21594,127.52107361574014,122.49608009004827,
349,21692,127.94147381600678,122.57160674665883,
350,21776,128.28017264950427,122.55982147147338,
351,21862,128.64743827455166,122.57783094003038,
352,21943,128.9284640448909,122.51677212262238,
353,22026,129.27760846120228,122.51835221085564,
354,22153,129.82223803425165,122.77235329527294,
355,22238,130.13111673108835,122.73697559126711,
356,22265,129.8868578324756,122.65084467773391,
357,22351,130.25030099939377,122.67076332569277,
358,22384,130.04291862928582,122.56196795734482,
359,22447,130.0384163339437,122.39117944685519,
360,22508,129.84972578312147,122.2733523080864,
361,22627,130.34123576902135,122.45949267296749,
362,22727,130.75405385434715,122.54151216474972,
363,22763,130.55396999455763,122.43180467013799,
364,22863,130.95700303221835,122.50441157225184,
365,22952,131.32404799507748,122.53674424209305,
366,23053,130.75514173935338,122.85097572178802,
367,23152,131.16601599822997,122.9350474652828,
368,23256,131.14533237130095,122.76854196943249,
369,23326,131.08337100012773,122.60783778906112,
370,23444,131.5719373371974,122.80118987449934,
371,23527,131.85774998695643,122.75874657260829,
372,23600,131.6780241166653,122.64250365371448,
373,23689,132.0125224027799,122.64779476060103,
374,23772,132.30461979320873,122.6135625083896,
375,23817,132.1369600573874,122.4928890838701,
376,23904,132.47620557087984,122.50616347543126,
377,24005,132.87057878522566,122.58234405726482,
378,24092,133.2009570148658,122.58804214296434,
379,24197,132.5883519689892,123.00420530694885,
380,24293,132.95451624318238,123.04890715223107,
381,24414,133.42251025080066,123.22548557201989,
382,24462,133.29867365402674,123.0878266436699,
383,24551,133.63781515938746,123.10561242430826,
384,24634,133.89297336228924,123.04658131056077,
385,24720,134.1949504507517,123.02907104108787,
386,24838,134.62712829716065,123.16188088200052,
387,24973,135.14040383413288,123.41533655207493,
388,25063,135.44286494135523,123.39972878762265,
389,25180,135.87051220896242,123.52856401028014,
390,25265,135.9965915152316,123.39515080082444,
391,25353,136.31764795576183,123.40024821087036,
392,25437,136.60409727244468,123.37284179031529,
393,25576,137.2216189963714,123.82088167907251,
394,25665,136.93547746953064,123.79368187718077,
395,25784,137.40308959563893,123.98480145847452,
396,25871,137.65444875102094,123.92888642458239,
397,25975,138.03189995010823,124.00040608058163,
398,26061,138.2949683586406,123.955401936942,
399,26145,138.58528077820097,123.93537429398286,
400,26228,138.78959013923588,123.84761702420337,
401,26315,139.07841962286196,123.82790991978054,
402,26351,138.89470451648214,123.72850462849301,
403,26472,139.31790121712393,123.8658640323874,
404,26583,139.71743105213454,123.97218910222222,
405,26680,139.993204050263,123.94305050407793,
406,26741,139.71089303791874,123.9206234917532,
407,26780,139.55398412052958,123.80866808963883,
408,26852,139.49224920814046,123.6631205648753,
409,26881,139.26514332732694,123.59700925434703,
410,26965,139.49210746161026,123.53149526948175,
411,27055,139.75911034684853,123.49951586002408,
412,27143,140.0549807870565,123.49530089474545,
413,27260,140.4511218174918,123.60750780179774,
414,27341,140.62269553785342,123.5073614688534,
415,27423,140.88024345223724,123.46972321221409,
416,27458,140.6375086976342,123.42033191129087,
417,27558,140.97360109734993,123.4627066540834,
418,27649,141.27707642069203,123.47055476514005,
419,27727,141.41593363695367,123.35579959223915,
420,27828,141.63399474505948,123.2896868646778,
421,27960,142.12161960388636,123.54800002996156,
422,27989,141.8974875375991,123.48719144400654,
423,28029,141.75316007852035,123.37676862473269,
424,28061,141.5204227857921,123.32412169838996,
425,28149,141.7793671449784,123.29429676175852,
426,28242,142.07695854523843,123.30222079420204,
427,28335,142.3772740218472,123.31363708283274,
428,28375,142.20487150410463,123.22100480067988,
429,28451,142.33402483926423,123.10630664547249,
430,28547,142.64092718774845,123.12727266728004,
431,28630,142.8218324339128,123.04154985346636,
432,28663,142.62729954413214,122.96539694224626,
433,28750,142.89366573847974,122.94803519284278,
434,28833,143.06635425634315,122.8588702236826,
435,28926,143.3684516896384,122.87884491938946,
436,29012,143.5932282001687,122.82734817856264,
437,29105,143.84764665405027,122.80169453493885,
438,29188,143.58764648178828,122.7817885973552,
439,29335,144.04528525759451,123.01528006370941,
440,29422,144.24427993424052,122.94612805482657,
441,29515,144.5370685535795,122.96012932219654,
442,29596,144.73779806371417,122.89327078118036,
443,29681,144.96085329466743,122.84402757328357,
444,29775,145.2456977149643,122.85198634436985,
445,29879,145.49022400506212,122.82199603207782,
446,29986,145.80811440446263,122.86736125326824,
447,30021,145.62238756125362,122.79250917506398,
448,30062,145.46989213327734,122.69775458112426,
449,30100,145.308483672974,122.60865018165065,
450,30190,145.57177822663434,122.59935229354022,
451,30325,145.95851961352136,122.73785036652221,
452,30471,146.4166595785944,122.98744891500235,
453,30563,146.683345346729,122.98239256988994,
454,30701,147.07819308492145,123.133989942438,
455,30802,147.38536306131897,123.17261419804217,
456,30888,147.5680039853458,123.09914633085775,
457,30981,147.83419019518504,123.09569987649735,
458,31070,148.043939407315,123.04297114178576,
459,31163,148.25732607703844,122.99367236411028,
460,31194,148.02464657706372,122.96100129762324,
461,31276,148.22498912669658,122.90270112203667,
462,31359,148.3916491069991,122.82175501902242,
463,31461,148.68825109010552,122.8545706121668,
464,31495,148.49091981637196,122.79554561688151,
465,31579,148.64927845688146,122.7108575209703,
466,31686,148.95900461207958,122.76094220781245,
467,31799,149.26305824844525,122.80496588269449,
468,31920,149.61153046256436,122.9046147053151,
469,32002,149.76523177233165,122.81853446281698,
470,32035,149.57177992591076,122.75931586637957,
471,32129,149.77193525604832,122.7056779897512,
472,32210,149.93681994834944,122.62784641720648,
473,32304,150.20121348638878,122.6327502573378,
474,32393,150.4392606660276,122.61267170664141,
475,32425,150.2423107530751,122.55857019932776,
476,32514,150.4812538769252,122.54047006268245,
477,32628,150.793501265195,122.60136876486597,
478,32736,151.08860236897925,122.64252606575671,
479,32849,151.39675923896712,122.69954834287093,
480,32923,151.20613196001128,122.64265356206919,
481,33022,151.47819084849044,122.66000751156183,
482,33122,151.7480762955163,122.6755799316539,
483,33198,151.84470777459077,122.5668825118824,
484,33263,151.5202393500739,122.6476754701106,
485,33353,151.74396029585563,122.61998877207438,
486,33458,152.0217287486587,122.64642024146127,
487,33555,152.27788823651784,122.65050848622647,
488,33646,152.51142608188195,122.6331197276406,
489,33765,152.8290012731658,122.70837154464643,
490,33892,153.16040509697714,122.80195970153196,
491,33919,152.75170524890558,123.00998027979696,
492,34016,152.99641318853034,123.00448084590231,
493,34108,153.23062162522442,122.98943211776643,
494,34230,153.55137788095888,123.07112685218908,
495,34326,153.7907586378084,123.06181789933044,
496,34411,153.97696118147388,123.00748220278251,
497,34517,154.25021147875432,123.03426567428095,
498,34624,154.52332756014155,123.06139322686285,
499,34781,154.89133773831202,123.21202244401753,
500,34879,155.13657445794215,123.21059391576041,
501,34976,155.3770784077835,123.20499352424935,
502,35078,155.6300021606482,123.21234363169,
503,35176,155.87581943191967,123.21296225033718,
504,35275,156.11983857928738,123.21227001272158,
505,35428,156.50834292783696,123.39883763933761,
506,35536,156.77602688542572,123.42352016395009,
507,35644,157.0395548556621,123.44415507302558,
508,35782,157.38218147000492,123.56367064689222,
509,35875,157.60537949639374,123.54469591722942,
510,35968,157.8265668062091,123.52435425216461,
511,36096,158.14402019414612,123.61149851923437,
512,36156,157.74789992079425,123.81494603336218,
513,36259,157.9937357044462,123.81922461709071,
514,36363,158.23548476614596,123.81984576394072,
515,36517,158.60752094206535,123.98680492743402,
516,36608,158.81894156707332,123.95949140155078,
517,36714,159.06725837776662,123.96794474226314,
518,36813,159.3024313453909,123.96361014726469,
519,36854,158.85755746027974,124.25734038400101,
520,36890,158.4851073152464,124.42744780787861,
521,36987,158.71339786315804,124.41693651372583,
522,37088,158.94814452110958,124.41314222193311,
523,37190,159.18628118430559,124.41316747628716,
524,37277,159.33453210359013,124.34062702344465,
525,37379,159.5693778775849,124.3384200981248,
526,37468,159.7732411490514,124.30796482477358,
527,37581,160.036713358972,124.33688995684123,
528,37682,160.26665430592496,124.33119691803964,
529,37798,160.53683254196724,124.36867340475607,
530,37856,160.27725560511362,124.39464198426535,
531,37970,160.53906968687392,124.42353220271619,
532,38061,160.7097120471753,124.3687156311863,
533,38181,160.98675102630455,124.41619227303094,
534,38244,160.65156324206325,124.54029180744266,
535,38350,160.89006720644696,124.54585191492589,
536,38459,161.13345357978352,124.55689986353717,
537,38562,161.3590676432178,124.55044641799915,
538,38662,161.5812673472348,124.54112823142042,
539,38756,161.7837315043735,124.5141347413507,
540,38794,161.604516375298,124.46835220788522,
541,38893,161.81778764532962,124.45198214294132,
542,38985,162.01366638794443,124.42056508609406,
543,39073,162.20360288689616,124.38456887442537,
544,39233,162.55761654438626,124.54369721832514,
545,39335,162.77516373379925,124.53279685012747,
546,39439,162.99434247986272,124.52387412525246,
547,39539,163.20495432248822,124.50729550201426,
548,39646,163.43438207429284,124.50931965318343,
549,39739,163.62779734123555,124.47824401847545,
550,39840,163.8425204637866,124.46675465556663,
551,39933,164.03259064508865,124.43362319572452,
552,40038,164.25193754187984,124.42743527447928,
553,40085,163.93900899764586,124.53210079026253,
554,40188,164.15639742200534,124.52463382739174,
555,40285,164.35449521726105,124.49974086098997,
556,40375,164.4833753958763,124.42478068603907,
557,40475,164.68789192171647,124.40654076344359,
558,40600,164.9520958849652,124.45132192203482,
559,40716,165.19522994792692,124.47252862452422,
560,40813,165.39149558640406,124.44788616204973,
561,40925,165.62348805805937,124.45806241792683,
562,41036,165.84869785342138,124.46164459421996,
563,41152,166.08574302932936,124.4779716335442,
564,41248,166.2737201937013,124.44752416954589,
565,41334,166.43587244888542,124.39696449010971,
566,41431,166.62555782257996,124.36878020184268,
567,41537,166.83393600388564,124.35791222343711,
568,41647,167.05508939116294,124.35994015080495,
569,41743,167.24219936973552,124.33060974912357,
570,41855,167.46329818166717,124.33340834848099,
571,42004,167.7727463515099,124.44398494781801,
572,42090,167.93307014828386,124.39416486810758,
573,42177,168.0972577669615,124.34758908056486,
574,42281,168.2981198892792,124.33222868459359,
575,42380,168.4820742795716,124.30222221441961,
576,42495,168.70725564785036,124.31160060078113,
577,42526,168.32580059741343,124.5407738410431,
578,42635,168.5376459339162,124.5370009395306,
579,42746,168.75130476405351,124.53539142850299,
580,42774,168.41674812233848,124.68813235449292,
581,42880,168.62134070309506,124.67818093608315,
582,42995,168.8423050964477,124.68483171921798,
583,43097,169.0314055569879,124.66135303072203,
584,43228,169.28725710049957,124.7076812470224,
585,43348,169.51890351076239,124.72673575243256,
586,43463,169.7389578151502,124.7338735928921,
587,43578,169.95849119778842,124.74083637249052,
588,43643,169.5621111104327,125.00416387056937,
589,43791,169.85081304552236,125.0940458324366,
590,43906,170.07010063705044,125.10124163298123,
591,44022,170.28766198802361,125.10701822654741,
592,44149,170.53253731669784,125.1429818096855,
593,44270,170.76295412117693,125.16304133914213,
594,44355,170.90212615996194,125.10355418791384,
595,44480,171.13949015593977,125.13217886704206,
596,44600,171.36260180442721,125.14554990956165,
597,44731,171.60964004081924,125.18605261530706,
598,44838,171.802182736394,125.16977895436267,
599,44966,172.0411258471975,125.20167575807099,
600,45102,172.2961416032077,125.25289870921293,
601,45232,172.54153573585893,125.29292063643688,
602,45352,172.76038231782286,125.30372386519078,
603,45492,173.0200671925643,125.36180297975723,
604,45626,173.26634039639515,125.40388637299942,
605,45757,173.50709121255358,125.43982431213546,
606,45889,173.74711032669705,125.47524648772237,
607,46018,173.98496333872586,125.50850130530033,
608,46140,174.20656935475753,125.5240402239375,
609,46265,174.43159019675733,125.5436099056756,
610,46406,174.6915745913438,125.6046313512588,
611,46538,174.92591705579355,125.63519248704087,
612,46664,175.16865030385065,125.67581383758522,
613,46797,175.40470870071533,125.70897838942993,
614,46931,175.64498703727193,125.74736824118762,
615,47031,175.81755502332865,125.7178354128385,
616,47187,176.10374679070446,125.81609093387092,
617,47336,176.3722867860747,125.8906465848268,
618,47479,176.62787463217023,125.9488617029304,
619,47599,176.83416002303997,125.95152608529486,
620,47752,177.1080096710002,126.03420657460252,
621,47896,177.36224667022373,126.09169967442448,
622,48025,177.5886430230507,126.11655320574722,
623,48163,177.83202522649185,126.16139974418712,
624,48281,178.0410587083596,126.1681942414698,
625,48459,178.3598012266811,126.31840790555995,
626,48594,178.59522174366467,126.354620322637,
627,48727,178.82594257627073,126.38571941301896,
628,48911,179.15087489115464,126.54688496180056,
629,49021,179.32751636679424,126.5237109839191,
630,49189,179.62329374147242,126.64070087465218,
631,49322,179.84612482664448,126.66385576069995,
632,49473,180.11341701237973,126.74158184955479,
633,49598,180.31942170576312,126.74727878505362,
634,49730,180.54436027919857,126.77366403772321,
635,49869,180.78256110317318,126.81571383031444,
636,50004,181.00951639550485,126.84497145752702,
