episode,timestep,return
1045,139079,482.47444879979173
1046,139326,473.519720805247
1047,139589,493.0690330260258
1048,139868,513.2472391883091
1049,140130,488.55285426829596
1050,140388,481.71024094300157
1051,140636,472.32837413544377
1052,140906,499.26680734087563
1053,141144,460.6005712217644
1054,141382,463.0686346172733
1055,141634,478.32742089867116
1056,141879,464.6468907540557
1057,142127,471.85901563749735
1058,142371,463.32901248157486
1059,142642,505.3059831101194
1060,142886,472.0571467735085
1061,143139,472.9491512282681
1062,143396,486.4122773932161
1063,143641,466.6123962105463
1064,143887,471.39384197635957
1065,144121,462.6803057093074
1066,144426,543.6272014662007
1067,144705,514.7514761480663
1068,145014,553.1791287756404
1069,145457,703.3415572531721
1070,145768,552.2394104984734
1071,146048,518.0597540794349
1072,146346,538.6145662738738
1073,146701,611.2797134822165
1074,147042,597.8765442251862
1075,147352,553.1110836969025
1076,147709,617.4018194858741
1077,148126,692.4164126192131
1078,148484,622.7376907512689
1079,148907,702.0217774436917
1080,149407,756.8672996382821
1081,149907,656.0319411097913
1082,150407,443.9984261891497
1083,150822,698.2428649099261
1084,151250,713.391021730021
1085,151661,691.4035388602283
1086,152144,783.5120489913527
1087,152585,311.9831232973219
1088,153029,726.862380826737
1089,153315,147.9272243578859
1090,153815,721.6097962382071
1091,154315,709.3957866556993
1092,154815,650.4683994784459
1093,155284,763.3298772128446
1094,155784,785.8704053209358
1095,156268,779.9972744465547
1096,156768,729.1492091611942
1097,156850,-121.62683337047062
1098,157350,644.0002857926168
1099,157850,649.8569588697866
1100,158350,648.1170910032992
1101,158850,691.259561016783
1102,159350,733.0881520782503
1103,159614,87.18945137244243
1104,160114,711.5583883563679
1105,160614,708.0100474771017
1106,161104,380.1228222619846
1107,161604,711.711080083942
1108,162104,703.0469745829151
1109,162604,736.1704122476781
1110,163104,764.8291039423668
1111,163604,739.61586088964
1112,164083,770.3809725444793
1113,164583,739.9412281970575
1114,165083,713.8060632442258
1115,165530,361.1019988054054
1116,166030,727.935740872143
1117,166530,762.5848144289253
1118,167030,785.3661956501534
1119,167530,775.3024413093653
1120,168016,781.5436037514477
1121,168516,758.2604855551078
1122,169016,760.9212916212135
1123,169500,777.8903125952941
1124,170000,769.4770930960384
1125,170500,759.457155130547
1126,170609,-116.2457000071292
1127,171109,756.8728338066791
1128,171609,796.4080085901379
1129,172109,783.4661657758006
1130,172609,766.1895960488744
1131,173109,735.519724212359
1132,173609,735.4343863986622
1133,174109,758.9018319902359
1134,174609,727.5917843008225
1135,175109,709.0756586243659
1136,175609,747.0294538979442
1137,176109,697.60125201048
1138,176609,763.3592711952142
1139,177109,733.8083895704223
1140,177609,733.5927056357607
1141,178109,736.3624857904207
1142,178609,785.9486849366873
1143,179109,740.7909130129718
1144,179609,742.1587458422936
1145,180109,744.6319049020586
1146,180609,755.6163136802802
1147,181109,739.8571473881751
1148,181609,741.3043646606211
1149,182109,734.1826092856678
1150,182609,732.4834134450234
1151,183109,713.6096011593323
1152,183609,746.9856714998682
1153,184109,732.9383493646823
1154,184609,748.7855025793336
1155,185109,746.1456430904691
1156,185609,746.1366792556012
1157,186109,735.9684757844018
1158,186609,721.7311414659804
1159,187109,744.6653356539568
1160,187609,748.3018954413667
1161,188109,763.8506272922417
1162,188609,768.2641497441076
1163,189109,794.7510966685859
1164,189609,792.1139866688438
1165,190072,754.0146180988279
1166,190572,726.6958117924422
1167,191040,754.9519265093869
1168,191497,744.8290594158066
1169,191754,128.6615262500126
1170,192254,680.3071134250674
1171,192717,751.4400285582406
1172,193139,698.5034021663116
1173,193561,701.1768300731077
1174,194021,748.8630801883006
1175,194440,696.2080238720213
1176,194857,692.4465847679169
1177,195251,666.537300190677
1178,195635,654.1362104606553
1179,196047,689.5435138751277
1180,196436,657.745577037198
1181,196817,647.8677995928302
1182,197207,658.2908191063322
1183,197590,650.78410872979
1184,197953,627.7125519026839
1185,198425,766.6189853634841
1186,198792,631.3844279760074
1187,199161,635.4557360273427
1188,199540,644.6080624724858
1189,199919,646.0572122132593
1190,200291,635.0217265818221
1191,200712,699.4945297808684
1192,201091,646.2006959484238
1193,201467,641.3681765119612
1194,201967,706.2319588427218
1195,202349,650.4383129550149
1196,202748,673.2521580817443
1197,203118,634.9728814049565
1198,203499,650.4486090132921
1199,203892,664.5021970321666
1200,204245,611.8598987175852
1201,204643,667.0454148983305
1202,205008,623.6248830802701
1203,205343,589.2677824074345
1204,205680,589.3522197223781
1205,206007,578.133665526917
1206,206328,568.7490669296386
1207,206617,532.561980554955
1208,206901,520.7368777878451
1209,207176,513.4795137548376
1210,207481,549.9403860539089
1211,207742,492.7780855000823
1212,208006,495.2522265651523
1213,208263,488.6300867757932
1214,208513,480.36395541919705
1215,208751,466.82173332961605
1216,209004,484.5140730868107
1217,209268,496.9449963274121
1218,209528,489.8582994120835
1219,209776,478.77776785219663
1220,210028,480.31703796602426
1221,210293,494.72751975193296
1222,210560,495.8029481455102
1223,210822,496.44771782097297
1224,211085,495.30496983371273
1225,211362,512.3272332462748
1226,211626,494.75322497499474
1227,211879,481.0928756597998
1228,212131,478.84412015902376
1229,212409,509.7311189157415
1230,212662,480.870973162013
1231,212911,472.384177221774
1232,213158,474.29121351081864
1233,213409,476.8702065601983
1234,213663,481.26568286414846
1235,213895,451.3836758340558
1236,214134,462.1469583760525
1237,214375,464.2039253848067
1238,214615,462.55724255254944
1239,214857,466.7404359235875
1240,215082,441.27476497196614
1241,215312,451.6079444957599
1242,215538,448.640893741927
1243,215758,439.626959073654
1244,215977,433.8591484725881
1245,216198,442.6540821381635
1246,216421,438.7778972747082
1247,216630,421.3742011134115
1248,216838,418.18905486897734
1249,217054,427.2006520642906
1250,217262,415.9863190894293
1251,217469,414.9294822419499
1252,217671,407.15273465760777
1253,217877,411.2078697561871
1254,218063,388.78798647365886
1255,218253,395.77620626392314
1256,218444,394.5910873695761
1257,218630,389.20341795494664
1258,218817,388.00637601584845
1259,219006,392.8971814986282
1260,219203,402.43534415438484
1261,219379,375.8983506083891
1262,219567,389.9934404446735
1263,219751,383.2560471316283
1264,219933,383.5521215826249
1265,220116,382.7821321716288
1266,220287,366.3708056787171
1267,220465,377.81151598616293
1268,220641,376.3388154108897
1269,220830,390.4739927562974
1270,221008,375.6094110159145
1271,221187,378.7618746379663
1272,221365,377.6338920162654
1273,221549,383.58683449477
1274,221732,383.5198401015531
1275,221910,376.04830883568593
1276,222088,376.92580363759356
1277,222256,364.93850643577827
1278,222425,364.8634245348359
1279,222591,363.36527273250533
1280,222759,363.1116459930014
1281,222940,380.9682833185811
1282,223120,377.132739297972
1283,223309,390.9625536382707
1284,223476,363.54689887382244
1285,223649,368.5918886748787
1286,223812,357.92284055941394
1287,223980,364.0439120628626
1288,224143,359.70698369246065
1289,224328,385.0032820844371
1290,224485,349.89168713574793
1291,224660,373.7698852471406
1292,224833,371.1742362830743
1293,225019,386.95099385990716
1294,225202,383.0962695618974
1295,225381,379.48059029204103
1296,225557,372.89173033851256
1297,225739,380.0154004740197
1298,225913,370.0888949017858
1299,226079,362.3591912768132
1300,226268,388.7489976953636
1301,226449,381.5834844767769
1302,226622,370.52123637637385
1303,226811,389.02570693644634
1304,227010,403.4424535352843
1305,227206,398.05567546197955
1306,227383,377.25738556547924
1307,227563,380.1184429275861
1308,227760,398.94259806840716
1309,227950,391.25453421218407
1310,228155,408.8434474009843
1311,228364,414.8017905363178
1312,228563,403.60017205835294
1313,228767,407.1090342825094
1314,228954,390.14275810718857
1315,229162,413.1750689492899
1316,229365,408.02091141780517
1317,229560,399.04251237643797
1318,229749,392.5232683791628
1319,229964,424.9320036841925
1320,230165,408.1919479863036
1321,230356,395.2614527972939
1322,230557,408.49602562195724
1323,230747,395.0745785713357
1324,230949,409.05481897662946
1325,231150,408.5929469692256
1326,231348,407.2468490202443
1327,231555,419.2420804970333
1328,231760,415.7961504634969
1329,231965,415.9751823671
1330,232174,421.06519254865646
1331,232386,423.8921329912034
1332,232601,428.45153188968
1333,232809,419.0657609802439
1334,233020,425.2984333759846
1335,233232,426.9824555315841
1336,233451,435.09343428970544
1337,233659,420.4233053024047
1338,233866,418.4462067015662
1339,234066,410.6768862447421
1340,234273,419.0262629240924
1341,234485,426.1956122100601
1342,234693,421.53833001586065
1343,234896,412.6079739116411
1344,235109,426.8350365206302
1345,235330,435.41528537386813
1346,235540,424.07018149546764
1347,235748,419.7311489715188
1348,235955,419.4645386620992
1349,236157,415.89604227097266
1350,236363,419.2862931810444
1351,236572,422.91840688386003
1352,236760,396.9627507498765
1353,236961,410.74441035458955
1354,237164,412.83227193524976
1355,237351,394.307700758971
1356,237545,402.38186413835444
1357,237737,399.4492355074585
1358,237931,401.2367680522913
1359,238128,406.9668624230415
1360,238315,393.2882348633742
1361,238498,387.22258218492505
1362,238678,385.0385814583629
1363,238866,392.5404672274826
1364,239038,375.7523904780251
1365,239222,389.2011585989092
1366,239398,377.68565711555556
1367,239578,383.7541066281801
1368,239751,375.51719740172985
1369,239932,384.293182897093
1370,240104,371.71779396789447
1371,240267,359.2912364517627
1372,240440,372.0488223046942
1373,240610,369.8691139020556
1374,240779,367.7620170802564
1375,240953,374.15790422089935
1376,241123,368.7180523579342
1377,241301,380.07299454652525
1378,241470,368.2165055920711
1379,241636,365.2960197435064
1380,241820,386.25909435497056
1381,242003,383.87517549697475
1382,242182,377.97267776032453
1383,242349,365.937691893579
1384,242523,375.23997530627196
1385,242709,388.4218690115295
1386,242887,380.89647144923737
1387,243060,371.1714836463522
1388,243234,372.93208875651004
1389,243403,368.3562685877374
1390,243564,356.7316558643462
1391,243747,384.0281107250015
1392,243926,378.9674583197611
1393,244097,368.8476015619212
1394,244268,369.2703478092554
1395,244432,361.40268345676003
1396,244601,368.23253335600685
1397,244767,360.4558186111551
1398,244934,364.53860901530055
1399,245104,366.9476986965057
1400,245272,366.2971104803194
1401,245433,355.77620768181026
1402,245598,362.5628458610831
1403,245773,373.86997780138097
1404,245940,362.7223978379784
1405,246115,371.90272558865837
1406,246281,362.4317481737351
1407,246457,374.22472522904235
1408,246616,352.65531537022866
1409,246789,371.61270457502405
1410,246954,360.20053399224037
1411,247118,361.06345102341413
1412,247278,354.2370677169213
1413,247445,362.5741623649368
1414,247615,367.45458511167146
1415,247781,359.41996573325656
1416,247936,349.7938187469574
1417,248109,368.8284287978113
1418,248267,351.2850164852858
1419,248429,356.9912517296655
1420,248602,368.3283845418289
1421,248760,350.99687499487686
1422,248913,343.3943195161459
1423,249087,371.4140077491618
1424,249260,369.4719536280537
1425,249438,375.76604692862566
1426,249605,361.93704152859965
1427,249773,363.3032019389841
1428,249947,371.2789530416
1429,250117,364.16633921432293
1430,250289,367.7445605720955
1431,250451,355.46444556254073
1432,250622,366.46925330113737
1433,250799,374.0010391764654
1434,250968,364.548495867525
1435,251141,369.39535954585347
1436,251306,358.26326198720835
1437,251481,370.3482355903548
1438,251654,368.5413115485298
1439,251823,364.2377753739471
1440,252006,382.98127601011026
1441,252181,370.83375639639775
1442,252360,374.1466099224042
1443,252532,367.3194323242777
1444,252709,373.04296368700744
1445,252881,366.0560815289629
1446,253051,366.7196348788542
1447,253216,359.13157864002955
1448,253394,374.0339236996818
1449,253575,377.0606365788797
1450,253754,374.8768963826623
1451,253936,378.3154757385337
1452,254123,385.22911028867645
1453,254305,379.8196712817496
1454,254490,383.62245298809216
1455,254686,395.8765213989697
1456,254871,383.33404115819854
1457,255049,374.2219314932406
1458,255239,387.4678538139464
1459,255429,388.0359942883522
1460,255620,390.0140812046605
1461,255803,380.7535388061288
1462,255988,382.22912757902833
1463,256170,377.5575808462286
1464,256351,378.1133449418096
1465,256562,413.0325015037863
1466,256758,395.21219399399536
1467,256933,369.8026776645597
1468,257116,380.00736904377624
1469,257296,375.29603218716403
1470,257482,385.6545165827814
1471,257652,363.18720574433956
1472,257821,364.206709051941
1473,257994,368.01459500566364
1474,258162,362.36862184663187
1475,258329,361.27946748481736
1476,258511,377.8091769443738
1477,258686,369.4711380508046
1478,258852,359.1604801318676
1479,259027,370.5744261745511
1480,259200,367.289219967102
1481,259380,377.0371361979696
1482,259548,361.170768812621
1483,259710,355.47710613160126
1484,259883,368.26310578148303
1485,260057,368.46625689129394
1486,260231,368.316848087706
1487,260404,366.97349318570076
1488,260569,358.01236796417294
1489,260738,364.23994091623916
1490,260912,369.3151316661504
1491,261081,362.59394754637003
1492,261252,364.2338518744067
1493,261422,363.8404608708009
1494,261596,367.262653865526
1495,261773,370.98339990895676
1496,261945,364.91480848375295
1497,262131,382.75625231856293
1498,262309,373.1607471878732
1499,262490,376.14277180104426
1500,262668,373.0000746134277
1501,262838,361.0243117936933
1502,263016,372.25579297360713
1503,263187,363.4268346302321
1504,263357,361.85412102229685
1505,263535,371.37815341363716
1506,263721,380.7340042933579
1507,263892,363.3691126136215
1508,264068,369.44417283311424
1509,264245,369.90512029374247
1510,264428,376.8624594004402
1511,264600,362.55561544916657
1512,264778,371.1727142935091
1513,264953,366.2193869710436
1514,265128,368.37813216203074
1515,265311,377.45633941066376
1516,265490,369.6236203764265
1517,265665,366.0620813868237
1518,265845,373.600095223215
1519,266019,366.8354030382718
1520,266200,373.5338758286483
1521,266377,368.16252505459084
1522,266544,358.46213646300794
1523,266722,371.1360401643869
1524,266896,364.3292106046139
1525,267063,357.04157177665553
1526,267231,355.7619376925029
1527,267392,351.0415409097943
1528,267570,370.59025599698646
1529,267733,353.9236285664712
1530,267906,363.8721509968748
1531,268078,363.7554326519513
1532,268246,357.9525697375861
1533,268408,350.6862541540456
1534,268574,356.02892538537554
1535,268756,374.8874347897337
1536,268934,371.3332550013846
1537,269107,365.7046891677895
1538,269285,369.73417590451623
1539,269461,366.6784737860554
1540,269637,367.53697081601376
1541,269815,370.5295674119318
1542,269995,372.17338684553306
1543,270174,370.9579987746801
1544,270356,375.07654087156084
1545,270542,379.1267124829765
1546,270723,373.3911869545842
1547,270909,379.68187908356697
1548,271092,374.04622998479476
1549,271279,380.106164791365
1550,271472,386.59451990955364
1551,271672,396.95609038755714
1552,271860,382.24358179845024
1553,272060,395.5150157748344
1554,272249,381.53522316508156
1555,272443,387.4326369504357
1556,272645,397.31464964816587
1557,272848,399.2703806674549
1558,273060,409.2066656605655
1559,273264,399.4094332292828
1560,273463,393.5539582423391
1561,273670,402.69175773609714
1562,273879,407.2993236058465
1563,274082,401.7165139631138
1564,274288,403.46806817103277
1565,274497,407.44433271693254
1566,274700,399.2454190581999
1567,274920,420.5715550943389
1568,275127,403.1029457666357
1569,275350,422.9175906802569
1570,275571,420.808650291655
1571,275780,404.10052560137086
1572,276003,424.1932092117761
1573,276220,414.3854614101447
1574,276440,417.11499343223466
1575,276645,401.6502703266575
1576,276857,411.07258310028425
1577,277077,418.6033334882288
1578,277293,413.20875406314036
1579,277525,431.5694324638305
1580,277733,402.33649445203014
1581,277941,404.1890001514138
1582,278173,433.6646398041
1583,278399,425.5151069580457
1584,278615,413.7534279916947
1585,278831,413.87092781971114
1586,279051,418.86288029260015
1587,279278,427.23726012504414
1588,279499,420.0429015367153
1589,279727,425.54893990855095
1590,279950,422.7744715050655
1591,280165,412.1728669980981
1592,280387,421.24945825716736
1593,280628,442.14813872678405
1594,280844,412.48002265568624
1595,281083,440.53695020983355
1596,281316,433.0966031335352
1597,281544,427.80501225701704
1598,281780,436.7513348786288
1599,282005,425.29845023875527
1600,282226,421.012060366559
1601,282457,431.762679374863
1602,282680,422.3850262381444
1603,282902,421.30988170075494
1604,283135,434.9390027084964
1605,283392,463.4288646057385
1606,283616,425.5282720338379
1607,284116,548.961748457879
1608,284353,437.05340465972216
1609,284581,428.64847283901594
1610,284824,449.6654642192869
1611,285052,430.18303862274615
1612,285290,441.43551420658133
1613,285511,424.1145302294715
1614,285763,460.0660434214961
1615,285996,433.6229033980813
