episode,reward
1,39.231432
2,-28.278321
3,-33.929267
4,10.983880
5,0.626121
6,-117.786127
7,-182.867965
8,55.598975
9,-22.779085
10,50.146315
11,211.046291
12,-40.768486
13,-8.508637
14,66.510711
15,-18.649262
16,-46.608046
17,-9.412487
18,-36.456540
19,16.887320
20,40.390317
21,-1.122561
22,-31.424211
23,49.447928
24,54.908473
25,50.534697
26,-109.933012
27,24.424582
28,-99.652093
29,-56.630847
30,-0.454058
31,113.060064
32,-0.128795
33,-15.518242
34,35.743657
35,69.441065
36,4.164990
37,-37.769114
38,-45.483334
39,30.174063
40,121.201745
41,-135.378398
42,194.749417
43,36.027923
44,-23.869864
45,-48.600818
46,43.288819
47,4.685046
48,29.288332
49,36.060918
50,-28.890876
51,-75.517962
52,36.194973
53,118.678864
54,-86.761143
55,-72.661785
56,-49.054627
57,14.557487
58,-112.044230
59,-35.257197
60,43.745267
61,-128.558299
62,39.996492
63,29.867181
64,-60.147827
65,-109.129472
66,-4.032186
67,-3.479985
68,-75.061568
69,49.016366
70,-26.480158
71,-16.388105
72,68.663085
73,-4.499133
74,-15.438413
75,4.967103
76,109.083813
77,-12.715948
78,-78.777979
79,135.006492
80,-13.382205
81,9.362573
82,76.592784
83,78.948786
84,49.892896
85,-60.294698
86,29.891020
87,19.070747
88,-12.978170
89,-74.453482
90,5.424125
91,5.184980
92,11.193263
93,19.849670
94,14.741608
95,25.872660
96,-38.111288
97,-45.639125
98,69.595097
99,-76.590651
100,23.853760
101,-65.610847
102,-6.881590
103,34.078475
104,-0.153690
105,2.757816
106,-33.352349
107,148.897995
108,-58.185803
109,63.706517
110,24.884080
111,-3.402738
112,47.293294
113,1.885453
114,-7.650822
115,13.307846
116,23.988085
117,-84.838594
118,9.081626
119,56.944598
120,-27.916647
121,-73.370211
122,185.115459
123,-97.290185
124,335.611952
125,-68.620265
126,-16.437686
127,-57.109224
128,-52.580101
129,-36.699097
130,-24.036455
131,125.003529
132,-24.868365
133,27.452343
134,-88.890792
135,-18.475378
136,-38.047430
137,23.903730
138,31.780106
139,-12.903513
140,-99.485613
141,-191.691090
142,319.386802
143,-19.600960
144,29.441293
145,58.094041
146,-7.453491
147,-37.715297
148,-68.865992
149,13.281530
150,-62.861853
151,-26.505945
152,13.642699
153,-93.083826
154,0.634435
155,-18.469722
156,35.467426
157,-1.731353
158,39.537900
159,-7.708958
160,16.144024
161,47.718036
162,36.717225
163,-26.297918
164,82.229666
165,-43.770117
166,-90.465954
167,-42.817868
168,-63.001609
169,6.742252
170,-18.638296
171,-10.671524
172,246.058709
173,65.367940
174,-12.729854
175,366.902678
176,-5.995556
177,26.370406
178,6.888346
179,1.880392
180,34.068781
181,57.400137
182,-4.109952
183,-9.331634
184,-22.668680
185,-3.269826
186,-53.223604
187,70.836234
188,-19.654769
189,17.946990
190,334.147632
191,63.346420
192,-87.806974
193,-11.171350
194,-29.519385
195,-34.404263
196,231.854996
197,-20.535828
198,-60.530622
199,61.276323
200,-47.940083
201,-14.762047
202,-42.792580
203,-167.043005
204,-20.451479
205,-30.871827
206,69.877436
207,-52.759484
208,21.722242
209,27.617011
210,74.064236
211,-129.915036
212,40.491105
213,35.902730
214,18.016275
215,-10.631241
216,-79.586963
217,176.203416
218,184.445399
219,-139.403711
220,145.019215
221,-0.272076
222,-23.004206
223,-31.525319
224,146.816797
225,-71.883216
226,-1.111993
227,-33.546378
228,38.496758
229,-34.742805
230,20.886654
231,65.807232
232,-36.248028
233,-46.705493
234,77.962208
235,77.742225
236,97.817100
237,-61.459329
238,54.085343
239,-43.762329
240,16.935440
241,21.101591
242,240.183412
243,-53.213788
244,-37.913512
245,32.800905
246,-45.702479
247,194.098561
248,374.804728
249,225.597657
250,0.274350
251,-44.294144
252,-9.914072
253,-32.070545
254,-68.994645
255,-31.868617
256,92.949435
257,15.519498
258,-8.606096
259,18.330947
260,115.499143
261,-68.359189
262,173.151302
263,35.463275
264,9.989273
265,-34.808396
266,-35.229524
267,-229.555543
268,28.017246
269,-38.764108
270,-26.138385
271,-20.960232
272,-45.833729
273,-170.558933
274,-20.434672
275,30.499233
276,39.361191
277,66.714571
278,142.279415
279,94.725254
280,135.604180
281,-5.055627
282,52.872339
283,-22.147310
284,103.111972
285,225.409856
286,17.291302
287,-111.267625
288,10.107508
289,296.562456
290,-74.912334
291,21.405422
292,22.395678
293,-6.551893
294,-2.736796
295,-9.629229
296,6.728792
297,46.820468
298,-42.657142
299,-110.251240
300,24.199758
301,-12.258471
302,58.491506
303,171.493441
304,74.320129
305,-177.480787
306,7.026590
307,-90.146049
308,15.712686
309,143.201964
310,2.710250
311,44.837678
312,-41.738003
313,-38.437117
314,-32.121727
315,215.856401
316,-11.442626
317,11.311239
318,-7.452056
319,-64.525943
320,-12.907669
321,125.875731
322,31.482858
323,12.217907
324,64.401739
325,-32.929861
326,-24.224920
327,-124.726867
328,60.560577
329,-42.144850
330,-50.685651
331,-44.977383
332,53.517972
333,-40.432955
334,69.473536
335,17.282100
336,39.652096
337,-118.093254
338,33.724650
339,-68.892535
340,49.350638
341,-172.203027
342,-27.054240
343,-31.997582
344,8.117231
345,34.474511
346,-9.223948
347,-11.561510
348,-17.298192
349,74.224237
350,15.535476
351,36.072705
352,37.129141
353,-44.131774
354,-155.613287
355,-22.213951
356,361.371249
357,-78.853084
358,-37.915993
359,-93.108891
360,17.548876
361,30.907705
362,-40.056958
363,-80.963312
364,-50.845497
365,-43.207665
366,31.719942
367,-10.318458
368,-62.007746
369,46.775945
370,-3.501013
371,-116.724323
372,-98.354972
373,-18.647758
374,-24.213954
375,7.892219
376,-55.907137
377,-17.193944
378,-92.443998
379,35.339461
380,-1.826115
381,6.642462
382,50.666475
383,-6.358785
384,-39.469010
385,18.883260
386,0.264435
387,75.257205
388,-44.540705
389,-38.505436
390,33.356539
391,-17.755669
392,-104.717438
393,36.283881
394,11.374565
395,-25.119719
396,-21.642299
397,170.589773
398,52.300067
399,-19.728528
400,10.568690
401,18.184961
402,-183.306113
403,-48.820935
404,-4.925498
405,340.393189
406,53.913032
407,13.170641
408,2.219745
409,-32.367526
410,-14.113036
411,148.269082
412,9.134959
413,29.402006
414,-77.543429
415,-79.494651
416,-56.975586
417,-38.442285
418,-46.478763
419,22.185783
420,-56.908627
421,-25.443690
422,-32.308401
423,-92.796235
424,76.773034
425,25.029934
426,-26.193963
427,129.052297
428,-54.988900
429,271.622824
430,-103.547670
431,39.212781
432,308.782681
433,88.004313
434,-6.124830
435,61.229635
436,90.792317
437,36.231709
438,82.484953
439,224.255021
440,121.257905
441,7.347101
442,-67.422197
443,-105.537018
444,49.042488
445,7.758144
446,-13.903642
447,-7.362818
448,171.372509
449,172.389363
450,-73.417916
451,-43.256104
452,392.475553
453,-42.660139
454,11.208027
455,1.871843
456,-38.386622
457,-17.609379
458,-8.990113
459,46.583503
460,-28.131351
461,336.964781
462,-30.515450
463,44.713039
464,40.177118
465,-50.011912
466,-36.941373
467,-10.010810
468,277.465612
469,-94.527897
470,72.150254
471,-78.687011
472,-93.576071
473,-21.859163
474,97.782687
475,34.985115
476,-32.424864
477,-133.644526
478,76.517769
479,-40.525357
480,23.609648
481,145.142161
482,-30.548586
483,-85.992977
484,77.780605
485,-9.750361
486,-173.712322
487,112.032544
488,10.429404
489,59.628572
490,-34.324338
491,67.783200
492,-101.609237
493,423.276255
494,41.907649
495,-26.753472
496,81.732321
497,-2.074758
498,-214.895310
499,380.916647
500,-31.693366
501,37.137212
502,-20.972178
503,-9.409210
504,-39.308237
505,-15.125181
506,132.000869
507,-3.721122
508,22.398755
509,-45.426489
510,83.713200
511,-58.958043
512,-10.424101
513,17.619854
514,78.385964
515,286.433160
516,-55.861845
517,52.617554
518,-30.738513
519,97.156120
520,-43.347917
521,-165.884422
522,109.755774
523,15.780972
524,2.881613
525,146.091195
526,56.735213
527,-98.161676
528,-43.925780
529,8.084632
530,-67.314748
531,24.147328
532,70.577270
533,-8.873276
534,-7.875156
535,-58.873503
536,108.696672
537,58.817162
538,11.964974
539,-21.817287
540,67.383755
541,61.556959
542,-9.505563
543,47.592444
544,-60.797490
545,-31.306093
546,55.956925
547,-97.351199
548,58.903991
549,-21.242028
550,17.035304
551,15.315242
552,263.757149
553,-44.050221
554,-1.899336
555,16.931211
556,138.477422
557,-0.449588
558,344.702738
559,6.288125
560,10.822039
561,4.332758
562,-3.573082
563,-72.992346
564,20.640904
565,8.094446
566,6.204074
567,61.965877
568,42.744940
569,-20.897559
570,7.823605
571,121.809806
572,-0.704617
573,65.793683
574,-26.536583
575,17.042979
576,97.176591
577,-69.196769
578,43.271137
579,-30.303722
580,47.742578
581,-25.734170
582,-59.257287
583,-34.064862
584,-26.935517
585,20.387614
586,-35.239090
587,19.272055
588,53.517859
589,-33.393858
590,-22.413713
591,-12.789763
592,-40.023859
593,11.852505
594,25.018504
595,69.473777
596,0.345984
597,-60.467529
598,75.549584
599,-4.220453
600,240.584997
601,75.675585
602,-5.925084
603,40.205206
604,13.298055
605,432.450440
606,330.322965
607,16.952819
608,-102.489118
609,41.574035
610,8.575855
611,115.346628
612,32.404162
613,341.134133
614,255.314113
615,82.187910
616,41.307790
617,23.653614
618,185.966144
619,108.700842
620,48.917173
621,17.115911
622,-4.635349
623,32.512608
624,-24.948907
625,134.875921
626,42.860595
627,-9.816288
628,290.096781
629,217.323413
630,13.589332
631,27.827821
632,9.133302
633,572.246129
634,120.623043
635,-22.315937
636,-23.198278
637,-6.348454
638,38.275331
639,63.869465
640,30.784719
641,197.345503
642,102.109896
643,35.278101
644,-88.538652
645,54.879931
646,26.933782
647,62.401793
648,333.471367
649,72.262049
650,286.699879
651,279.465553
652,308.504951
653,34.805170
