epsilon,mean_return
0.0,2163.4813187732807
0.03571428571428571,2305.656626813456
0.07142857142857142,2399.482851970899
0.10714285714285714,2472.960127420419
0.14285714285714285,2571.9399482907643
0.17857142857142855,2469.942557866642
0.21428571428571427,2759.9693620405005
0.25,2277.0501321521997
0.2857142857142857,2366.9120981077713
0.3214285714285714,2587.8152510597442
0.3571428571428571,2096.9386731863383
0.39285714285714285,1734.1180700712837
0.42857142857142855,1814.2390353628005
0.46428571428571425,1717.7444400492525
0.5,1557.237284388388
