epsilon,mean_return
0.0,23950.411348512705
0.03571428571428571,17510.951627922008
0.07142857142857142,5521.331657934805
0.10714285714285714,3404.622748164716
0.14285714285714285,1947.457084157169
0.17857142857142855,1930.605364362823
0.21428571428571427,2028.3490121754915
0.25,1361.0347610461456
0.2857142857142857,1625.4245278898575
0.3214285714285714,1407.0489802614343
0.3571428571428571,1651.2743265784072
0.39285714285714285,1381.3048913467583
0.42857142857142855,1420.935656793788
0.46428571428571425,986.2065567754164
0.5,1128.3437727002931
