episode,timestep,mean_reward,std_reward,steps_to_1000_return,policy_loss,entropy
1,30,-8.154709632553102,0.0,,0.0,4.222181304295858
2,59,-7.240427763898955,0.9142818686541467,,0.0,4.5310806241528745
3,88,-8.93708228134539,2.5128763054932226,,0.0,4.044112016414774
4,115,-8.21597759256353,2.5091604993665704,,0.0,4.074445592032538
5,144,-6.448819759745429,4.186656942433506,,0.0,4.176083688078256
6,203,-1.8669039783845716,10.935104393592864,,0.0,4.2841853893409345
7,231,-3.9049686386904545,11.287887098854041,,0.0,4.032367067677634
8,464,-16.21707962461982,34.24333342814064,,0.0,4.1874205421480495
9,494,-13.298383456627292,33.32366486661531,,0.0,3.8086911757787068
10,524,-12.555386000267687,31.692087074057678,,0.0,4.397516600290934
11,551,-12.359603157461146,30.22356129738647,,0.0,4.141399657284772
12,578,-12.034175099072343,28.95697884227321,,0.0,4.233672539393107
13,607,-11.790140585748029,27.83380585336758,,0.0,4.189563644343409
14,638,-10.850744932180906,27.03434087412276,,0.0,4.1070440815341085
15,699,-10.541698085156721,26.143240428127715,,0.0,4.211781517404025
16,733,-9.650462663567353,25.547342620674748,,0.0,4.068299083148732
17,881,14.020734298932037,97.8748364262878,,0.0,4.19371340725873
18,958,11.833161522477704,95.54393304090038,,0.0,4.189569943911069
19,991,11.15212554038738,93.04051170823595,,0.0,4.062049367211082
20,1096,7.7058092269807785,91.92048087609675,,0.0,4.059805445444017
21,1128,7.265615520347593,89.72680220153693,,0.0,4.313592329621315
22,1193,6.921151291296272,87.67805224205789,,0.0,4.221736093667837
23,1225,6.674871219310519,85.75860698326042,,0.0,4.45174103230238
24,1287,6.779674479396188,83.95446495585907,,0.0,4.186839903554609
25,1319,5.974333672886155,82.35280122821999,,0.0,3.9264595583081245
26,1377,6.256047092402499,80.76584920581458,,0.0,4.256103959576837
27,1416,6.313506706693524,79.25661558429063,,0.0,4.2366889623495245
28,1442,6.024438791992621,77.84294436113255,,0.0,4.315605264443618
29,1527,5.801803480744431,76.49812249531178,,0.0,4.248707594591028
30,1576,4.453183663548127,75.56217180172125,,0.0,4.198966508008996
31,1627,3.566449116234238,74.49193753909191,,0.0,4.334843981499765
32,1659,3.1248005735825517,73.359986648869,,0.0,4.188278026878834
33,1679,3.224360598585993,72.24211644052508,,0.0,4.034011542797089
34,1711,3.134080995322302,71.17369320563222,,0.0,4.901758328080177
35,1760,2.421179698752278,70.2726136824696,,0.0,4.525086436952863
36,2027,-1.2262670713787207,72.5720488333605,,0.0,4.064223487725418
37,2109,0.3078518558311566,72.17399614132593,,0.0,4.0370871962570565
38,2147,-0.6495056812053215,71.45569434036727,,0.0,4.122269128498278
39,2166,-0.47661942522289064,70.54169781815686,,0.0,3.7250427572350753
40,2224,-1.741580884573974,70.10087606473657,,0.0,4.119852826513093
41,2267,-1.6986341180417082,69.24124279547547,,0.0,3.9607165636018267
42,2298,-1.4932521829277658,68.4246152473422,,0.0,4.110140477457354
43,2358,-2.2027923900206763,67.78045966738836,,0.0,4.55030171473821
44,2385,-2.2987098591871766,67.00875237125102,,0.0,4.141024925090648
45,2432,-2.465728258909022,66.26928897230123,,0.0,4.036297022028172
46,2464,-2.433012012228332,65.54538012614785,,0.0,4.286858484148979
47,2500,-2.274024931672761,64.85330484378655,,0.0,4.051313367154863
48,2533,-2.405375448757592,64.1805114963166,,0.0,4.1144359400778105
49,2561,-2.2626452157472716,63.52992890050346,,0.0,4.312246825013842
50,2590,-2.1773475383988337,62.894255204869495,,0.0,4.117252333410855
51,2617,-1.7380526090288022,62.3520155464492,,0.0,4.92172955583643
52,2668,-1.800653030960498,61.75118477056369,,0.0,3.7789001651838716
53,2696,-1.8736762743934545,61.16811889230692,,0.0,3.9769169007028853
54,2742,-1.3899566997299913,60.70133605672572,,0.0,4.133985918501149
55,2776,-1.1491493021424202,60.172999639974506,,0.0,4.709224911297069
56,2828,-1.7100264525283866,59.77821508048398,,0.0,4.212731682337248
57,2875,-1.3661769158146975,59.30737033753114,,0.0,4.189471878903977
58,2927,-1.4647603307269386,58.79858783787757,,0.0,3.973374353005336
59,3000,-2.3642947187184618,58.69929702440537,,0.0,4.268114677847248
60,3028,-2.237076769160192,58.21628260176078,,0.0,4.0498055049351285
61,3082,-2.8380238913650233,57.924469848635745,,0.0,4.119012576562387
62,3112,-2.5917411767033416,57.48762763326708,,0.0,4.392728233337403
63,3330,-1.5446936685791655,57.62239911913494,,0.0,4.14897208695018
64,3361,-1.6029452696236395,57.1723213511537,,0.0,3.89346847995635
65,3389,-1.5544378447158895,56.73215685493228,,0.0,4.009894004889897
66,3434,-2.0566803776253906,56.4461512540687,,0.0,4.2119093577067055
67,3465,-1.7388399154665029,56.082802481477145,,0.0,4.325106843825309
68,3496,-1.6288525352904228,55.67618090105566,,0.0,4.340853437300651
69,3522,-1.5491753354065914,55.27516294954893,,0.0,4.097341399926406
70,3616,-1.8493827749467628,54.93554827060939,,0.0,4.106936294981774
71,3675,-2.10780759966909,54.59014071768403,,0.0,4.295028007636636
72,3713,-1.9469900554925728,54.2266506206116,,0.0,4.027153247281125
73,3764,-1.297812336062955,54.134937820594075,,0.0,4.1302735805511475
74,3797,-1.078217565930532,53.80064219972271,,0.0,4.150025924046834
75,3816,-0.944975523757553,53.45305792108247,,0.0,3.8919976761466577
76,3862,-1.0327799626558367,53.10567294439916,,0.0,4.068080088366633
77,3912,-0.8622329517375483,52.780649105816714,,0.0,4.1090370512008665
78,3943,-0.8799284003925334,52.44145007366103,,0.0,4.14321348744054
79,3995,-0.43606340168776125,52.255731553032284,,0.0,4.14513498544693
80,4070,-0.7772168094651072,52.016561572293504,,0.0,4.2723691940307615
81,4136,-0.5497678916189346,51.73448883429658,,0.0,4.243406707590276
82,4212,0.5706697873594242,52.397551844904775,,0.0,4.292395074116556
83,4243,0.7511207674322906,52.10657553762102,,0.0,4.7318245057136785
84,4273,0.8023555650303743,51.797591908848005,,0.0,4.207017699877421
85,4307,0.6859155945788512,51.5030564871455,,0.0,4.038843975347631
86,4361,0.2858117524449526,51.33544694103298,,0.0,4.287204914622837
87,4381,0.4383485795494221,51.05916165092956,,0.0,4.048437523841858
88,4412,0.4958726768673875,50.77105909573375,,0.0,3.8767651204139955
89,4439,0.6793447757603396,50.51435214239194,,0.0,4.731885645124647
90,4469,0.6466255445650744,50.23388130985538,,0.0,4.1744246562321985
91,4497,0.8282248107924195,49.986805627706914,,0.0,4.420673395906176
92,4528,0.8097239323235164,49.71470920505584,,0.0,4.266450612775741
93,4613,1.3399805105642817,49.70758802844006,,0.0,3.983152420380536
94,4642,1.4381646061325346,49.451544573557406,,0.0,4.129688484915372
95,4686,1.515224942731715,49.196258253672944,,0.0,4.158217869021676
96,4714,1.6873120956353749,48.96809155138379,,0.0,4.132363532270704
97,4762,1.7770732677446375,48.72296294664559,,0.0,4.115236237645149
98,4791,1.7286749740227565,48.476082602600094,,0.0,3.823527533432533
99,4819,1.7704058150757553,48.23240171613652,,0.0,4.719340971537998
100,4849,1.8618354542496516,47.99925528658469,,0.0,4.3272433837254844
101,4884,1.7797535294155997,47.768096873938575,,0.0,4.087380259377616
102,4912,1.8282845007259445,47.53586497537088,,0.0,4.207664557865688
103,4930,1.8980951167244953,47.30979947718186,,0.0,4.404085265265571
104,5041,1.968854006189642,47.08727546324573,,0.0,4.125851936168499
105,5061,2.049568390239535,46.86974238117293,,0.0,4.660192084312439
106,5085,2.2916331171792628,46.71403418145136,,0.0,3.964620898167292
107,5109,2.4262888792715653,46.5158961883653,,0.0,4.1395633816719055
108,5140,2.5732608215600843,46.3249970814252,,0.0,3.9920312204668598
109,5207,2.7504799517813363,46.148771890998475,,0.0,4.1577493432742445
110,5226,2.7926475548820426,45.940635263755475,,0.0,4.213412874623349
111,5248,2.85207049104205,45.73747365364068,,0.0,4.355566620826721
112,5311,3.035102214426275,45.5736463130207,,0.0,4.112317528043475
113,5331,3.1281282641370876,45.3822246750517,,0.0,3.8654996275901796
114,5478,3.2385207544622405,45.19797778015582,,0.0,3.9451976065732994
115,5507,3.2888940413153986,45.00424970109364,,0.0,4.063262076213442
116,5533,3.402138845016735,44.826299218306055,,0.0,4.259545390422527
117,5563,3.36646608019862,44.63597632807747,,0.0,3.824672516187032
118,5590,3.283835206710888,44.45542427823826,,0.0,3.965433200200399
119,5618,3.3949548263864786,44.28469629735009,,0.0,3.987224178654807
120,5795,3.645956709858197,44.1847119670656,,0.0,4.053384423929419
121,5863,4.211902053609694,44.43635279271938,,0.0,4.314268655636731
122,5882,4.356076602224937,44.28226995597007,,0.0,3.9617719650268555
123,5906,4.505657710570991,44.13283004766465,,0.0,4.132416884104411
124,5937,4.4250831686495635,43.963597709958194,,0.0,4.218899449994487
125,5959,4.496464548909884,43.794604206383156,,0.0,4.514807516878301
126,6009,4.509197413109069,43.62070219708856,,0.0,4.0546049451828
127,6053,4.558453639890991,43.45214553453711,,0.0,4.473775126717308
128,6082,4.519498838894134,43.28430403897817,,0.0,4.244497512948924
129,6111,4.465325205516416,43.12056507475837,,0.0,4.161765805606184
130,6140,4.550973072892197,42.96541018157999,,0.0,4.237218355310374
131,6170,4.567145233286488,42.80150309254848,,0.0,4.2435290813446045
132,6201,4.618071470661296,42.643051750203874,,0.0,4.338910871936429
133,6226,4.768666296479676,42.51765585489378,,0.0,4.514887971878052
134,6250,4.859540875802777,42.37167354503111,,0.0,4.3075008889039355
135,6275,5.028404067896661,42.25968227207678,,0.0,3.9982147312164305
136,6294,5.145507920243038,42.12600819941196,,0.0,4.010730442247893
137,6357,5.297229307346007,42.009259855339586,,0.0,4.362829299200149
138,6385,5.302470646064351,41.85682060854949,,0.0,3.7420128839356557
139,6405,5.355417481352477,41.71062247032392,,0.0,4.413155102729798
140,6428,5.372504773194062,41.561877241552175,,0.0,4.4841955226400625
141,6458,5.448275011563947,41.42393520117968,,0.0,4.063473431269328
142,6501,5.402656273465304,41.28137275886508,,0.0,3.9206612498261206
143,6532,5.3903962872205735,41.13703848692431,,0.0,4.249341549411897
144,6578,5.150895433257883,41.09387706689397,,0.0,4.244083860646123
145,6635,5.110862154702937,40.954746520893046,,0.0,4.477201014234309
146,6685,5.186208595012099,40.8243327410411,,0.0,4.572785215377808
147,6707,5.276800194876928,40.699960064841,,0.0,4.454466483809731
148,6727,5.378544462140481,40.5809807661713,,0.0,3.7152886986732483
149,6747,5.436152962498421,40.45064544586769,,0.0,4.2439204454422
150,6767,5.509535066671945,40.3255341843863,,0.0,3.9443702578544615
151,6861,6.916172919903019,43.72841202285639,,0.0,4.244218983548753
152,6886,7.030558225970584,43.606990374842525,,0.0,4.54148380279541
153,6938,6.6372042596724965,43.733963988164014,,0.0,4.260004043579102
154,6990,6.298046968083975,43.79313841022123,,0.0,4.1975929370293255
155,7009,6.306549687094913,43.651769159788024,,0.0,4.386590530997829
156,7036,6.313166592090352,43.51171269179147,,0.0,3.874096879252681
157,7066,6.342717414664356,43.37448938523531,,0.0,4.085002406438192
158,7086,6.372751350488204,43.238648152279254,,0.0,4.096259987354278
159,7145,6.352713557210765,43.103198999272756,,0.0,4.361917915990797
160,7163,6.375889138440234,42.96928412306838,,0.0,4.265684405962626
161,7313,7.768247993877683,46.31498047660473,,0.0,4.205496795972189
162,7332,7.7984378654622715,46.173400761600426,,0.0,4.097470647410343
163,7352,7.820195283140854,46.03237965141433,,0.0,4.015480053424835
164,7371,7.844304856312506,45.89285471636557,,0.0,3.9848241931513737
165,7634,8.335365227719874,46.18372603982488,,0.0,4.132999195345454
