episode,reward
1,2.638393
2,-1.521491
3,15.722082
4,-26.764875
5,-95.133200
6,64.450109
7,-2.939488
8,139.328488
9,67.264736
10,39.039227
11,1.949432
12,87.196784
13,122.941024
14,-167.399220
15,93.150227
16,52.438131
17,25.607954
18,-39.847111
19,-12.051196
20,-30.557263
21,-31.309604
22,6.323032
23,-67.012548
24,8.021230
25,30.848524
26,81.131130
27,21.055724
28,14.791062
29,28.071939
30,21.279755
31,3.340792
32,-74.131352
33,-28.255632
34,26.934920
35,113.135686
36,-79.760709
37,66.087108
38,-0.528070
39,2.630831
40,-39.066550
41,55.874438
42,-9.531707
43,-75.402653
44,-10.828745
45,4.354620
46,-18.060229
47,79.104889
48,-57.591901
49,19.841478
50,37.278021
51,215.989964
52,-9.833410
53,-21.466608
54,-18.282418
55,-20.949837
56,85.925095
57,-52.325072
58,137.386960
59,237.075774
60,-31.393248
61,9.247951
62,-1.060436
63,81.402291
64,6.532093
65,8.140151
66,-55.447063
67,30.517212
68,21.834031
69,112.918303
70,16.322392
71,-68.732011
72,5.298770
73,14.268619
74,-6.365271
75,58.540613
76,4.604121
77,28.873611
78,52.100589
79,-25.003699
80,-47.365391
81,-58.312675
82,1.275985
83,-1.929074
84,-13.412316
85,-19.423806
86,121.126104
87,-38.126592
88,-154.386348
89,57.552031
90,33.548283
91,7.828042
92,-92.804745
93,326.755936
94,-90.026932
95,-35.645365
96,19.538268
97,-70.043091
98,-10.636534
99,94.009053
100,78.063868
101,84.438483
102,-33.560838
103,69.992905
104,55.985006
105,-20.342381
106,-22.058369
107,-25.216800
108,35.415421
109,37.063893
110,-38.422806
111,71.118666
112,-29.027311
113,238.570230
114,-8.568391
115,6.915658
116,-56.207618
117,5.816481
118,-45.519222
119,-45.353310
120,-49.104741
121,12.918750
122,4.886208
123,-33.643163
124,50.552941
125,-39.708502
126,66.823212
127,-67.105322
128,85.157378
129,60.247604
130,-113.703535
131,104.912728
132,177.699020
133,44.933915
134,289.074160
135,-31.630861
136,-132.999807
137,68.221453
138,188.959965
139,58.359156
140,13.761177
141,-51.218748
142,69.754670
143,11.908686
144,20.941743
145,-16.279011
146,-31.503569
147,10.931914
148,19.612398
