timestep,mean_reward,std_reward,steps_to_1000_return
13,10.68177041529901,0.0,
22,5.665412199349838,5.016358215949172,
31,6.34764676119557,4.207943420314432,
39,6.291596287215444,3.645478821544,
48,6.546467154870266,3.3002195847211664,
57,6.702021100128515,3.032687406505105,
72,7.994885172548142,4.232291727102359,
82,8.136156758850266,3.976551298934909,
90,7.65689891711985,3.986661420598753,
101,7.10377931967056,4.130084013187093,
109,6.884650825632665,3.9983842443344395,
119,7.0734274410950455,3.879023446809322,
131,7.501386949065875,4.010881084125346,
145,8.005693648306844,4.2713360811895615,
159,8.53043332933176,4.569786506723283,
172,8.801732781396304,4.547726389370144,
182,8.82498602364996,4.412922994303284,
198,9.45365125511869,5.011062378095181,
210,9.59239762145537,4.912803467822866,
222,9.775652638404836,4.854577390595971,
233,9.859157763546985,4.75227833737829,
245,9.954091623657442,4.663352693540455,
253,9.688466893142262,4.727957879286743,
267,9.946285374482338,4.790720697156983,
280,10.09215934873503,4.748017038615611,
293,9.816157807741398,4.856029550524169,
303,9.503081370698329,5.02554375314027,
315,9.62855919013659,4.977870352423012,
327,9.399157680848072,5.039666633321963,
339,9.168566612299157,5.108192123291708,
347,9.031357273634956,5.081012591128142,
356,8.990441676218113,5.006177592829576,
367,8.741062970524814,5.127615120346542,
379,8.826052947919859,5.075184591080675,
387,8.733438483288499,5.03122281648907,
398,8.79725827724272,4.9751997260496985,
422,9.43344294325797,6.217228984516201,
435,9.536956344975497,6.167104936494252,
445,9.53072198140091,6.08764736384867,
458,9.616802887898116,6.0350601605933605,
467,9.577315681171813,5.96623670750896,
477,9.572328112516066,5.894868702139515,
489,9.627016395911,5.8366911510992345,
507,9.902496754213125,6.046152480428042,
515,9.82045638830468,6.003311794841627,
530,9.985803400684897,6.0404108451458365,
543,10.06313531566511,5.998778515391978,
555,10.1102573799423,5.944746588127916,
569,10.228410854087844,5.940444339285775,
578,10.179769818955789,5.890588504880182,
586,10.104077243914567,5.857057967517837,
602,10.27601629107425,5.929007409933036,
612,10.25097159909942,5.875583255102577,
624,10.2864257178755,5.82664518733854,
635,10.122158594237561,5.898274688570778,
649,10.22517130212058,5.895086058980329,
659,10.209351490020332,5.844345100885484,
671,10.236937824556998,5.797486012637946,
685,10.304782650068413,5.771320310274834,
694,10.255881519904005,5.735336990948684,
706,10.279080045467326,5.690969452689116,
715,10.241031201276128,5.652704731428632,
725,10.230258845460412,5.608304011669715,
737,10.27225849315484,5.574293654215582,
752,10.380232992166555,5.5982900028169515,
766,10.434321571139638,5.572804671969111,
780,10.512709792617079,5.567600769820075,
788,10.449256622718924,5.550863463281369,
801,10.489698719830237,5.520575289552848,
812,10.480613512324707,5.4815202901772695,
823,10.491547747668655,5.443549909990338,
832,10.45218678371454,5.415780282081794,
844,10.49142392943904,5.388852738779565,
856,10.524024995026355,5.359560761520034,
869,10.58128454683723,5.346448687361042,
878,10.544910953041915,5.320491464177971,
892,10.601659292585278,5.308930805405836,
905,10.641339594141776,5.286269187516192,
917,10.536397380728875,5.333846266481397,
933,10.62223542708974,5.355032912183433,
949,10.728315287949245,5.405791624658699,
964,10.790557884652342,5.4018529721864175,
973,10.743012028451316,5.386447713767196,
982,10.71578903283823,5.360030499913887,
990,10.661232779199782,5.351816901149591,
1004,10.720531148512025,5.348624448637261,
1037,10.979467240331955,5.834816000919383,
1073,11.397559424423806,6.990414533744236,
1088,11.446037664245464,6.965892092646566,
1115,11.778781232374591,7.605157990470079,
1123,11.702466762835721,7.5978280963682145,
1136,11.711018547798037,7.556863078378103,
1148,11.710709837204144,7.516125558516264,
1162,11.735150086345184,7.479753636296134,
1179,11.829445190555433,7.49623965356185,
1194,11.860134338995415,7.463091324277597,
1207,11.86913060593475,7.425045335973082,
1223,11.922431510656667,7.405694407587495,
1238,11.977738101863535,7.388510742887163,
1248,11.941857740021579,7.3601387707030685,
1271,12.211068375365807,7.8027383939225725,
1282,12.18899501556607,7.767563808785223,
1291,12.134255484201864,7.749509973224915,
1301,12.021508851474149,7.79658704472007,
1312,12.000458725440321,7.762340571180974,
1322,11.885633063204901,7.8147242922992275,
1332,11.777881117753623,7.856836510561438,
1346,11.817281229895748,7.830990387983881,
1359,11.8349541432626,7.797149032054808,
1369,11.807405638497269,7.766953627819304,
1381,11.813663323603059,7.732166741199445,
1391,11.708811997908843,7.776432807135388,
1402,11.677703697952682,7.748944062360424,
1411,11.643363239187432,7.723514147745081,
1421,11.62135409640539,7.693450057269759,
1431,11.593880155882038,7.66588065961602,
1443,11.604808408670687,7.633957598838901,
1451,11.546193123401226,7.627936553822925,
