epsilon,mean_return
0.0,1379.7196734418346
0.03571428571428571,2336.032455838591
0.07142857142857142,1726.6011784664918
0.10714285714285714,2340.8806528753494
0.14285714285714285,2370.0001541421793
0.17857142857142855,1302.556689677669
0.21428571428571427,1772.6824019965507
0.25,1705.4883291594474
0.2857142857142857,1432.1117512213075
0.3214285714285714,1072.946762940727
0.3571428571428571,924.4104066060175
0.39285714285714285,949.2722426264158
0.42857142857142855,876.2705663396192
0.46428571428571425,971.1815725696719
0.5,855.7500889286067
