timestep,mean_reward,std_reward,steps_to_1000_return,actor_loss,critic_loss,entropy
6492,220.7218801615206,180.08908618080068,,-73.2276840209961,1.578871488571167,-1.541843295097351
6673,212.3879376874284,188.44781388000442,,-31.44771957397461,1.4641684293746948,-1.541496753692627
6845,215.8641324742113,188.46598510140427,,-40.90829849243164,1.363862156867981,-1.5411490201950073
6961,208.33000096815528,194.9541602883423,,-2.211343288421631,1.5259170532226562,-1.5407986640930176
7119,202.01618692284896,198.92895925573583,,-20.72788429260254,1.5124554634094238,-1.5404706001281738
7315,197.0637933538358,200.71979445368902,,-3.203226327896118,1.4105873107910156,-1.54015052318573
7453,189.89088022922547,206.37277106299584,,-27.399015426635742,1.4196454286575317,-1.5398491621017456
7589,184.04439209484306,209.5151449078857,,2.197707414627075,1.5919536352157593,-1.5395406484603882
7688,177.71505852928289,213.49615317808437,,-20.72869110107422,1.4495054483413696,-1.539257287979126
7760,171.13442042491806,217.91518763933996,,-19.03169822692871,1.47999107837677,-1.5389686822891235
7846,164.93925220351596,221.61415436478518,,-19.21245765686035,1.3530261516571045,-1.5386730432510376
7924,158.85463413408195,225.1174532259059,,-1.1039801836013794,1.4203283786773682,-1.5383641719818115
8036,152.79443504725842,228.57968648443622,,-14.275972366333008,1.3622186183929443,-1.5380752086639404
8174,146.9160551036957,231.73934562577708,,-14.809237480163574,1.2981441020965576,-1.5377835035324097
8250,141.11933413603919,234.7750315189306,,18.788928985595703,1.2333028316497803,-1.5374886989593506
8341,136.06329959369944,236.68859451050372,,-29.577112197875977,1.5031037330627441,-1.5372549295425415
8426,131.11648051101437,238.48189533486226,,-15.4601469039917,1.4087700843811035,-1.536996841430664
8512,126.13088541332704,240.36682202780375,,-10.040630340576172,1.2225393056869507,-1.5367228984832764
8586,121.1635293356491,242.259537594552,,-3.0044455528259277,1.1466190814971924,-1.5364142656326294
8661,116.32210142731395,244.00563144997994,,9.805155754089355,1.2757233381271362,-1.5361003875732422
8735,111.75101482195196,245.41307391303306,,-1.7154195308685303,1.193031907081604,-1.5358219146728516
8812,107.76014547738866,246.12266140480054,,-0.8093972206115723,1.3587150573730469,-1.535557746887207
8884,103.52893515586852,247.17101775014225,,-17.429357528686523,1.274401307106018,-1.5353093147277832
8958,99.29042342196597,248.26804797298735,,-9.154163360595703,1.2459018230438232,-1.5350333452224731
9033,95.02812193405349,249.43386113312962,,-12.427298545837402,1.411233901977539,-1.5347598791122437
9107,91.01595159530444,250.3180024455804,,1.596253514289856,1.2073805332183838,-1.5344700813293457
9179,87.55448892749907,250.60032643735792,,6.799002647399902,1.4019407033920288,-1.534187912940979
9251,83.8734029024321,251.16926208628814,,0.18459747731685638,1.2608453035354614,-1.5339363813400269
9320,80.88634104687512,251.03976142261655,,3.678220748901367,1.4464432001113892,-1.5336976051330566
9390,77.97420026934005,250.8771396059602,,-14.255508422851562,1.2957791090011597,-1.5334714651107788
9461,74.61184060049477,251.2132198234806,,1.8343932628631592,1.265063762664795,-1.5331974029541016
9531,71.74738850474361,251.07333041952575,,0.7943058013916016,1.5789319276809692,-1.5329382419586182
9600,69.0176874754892,250.8427841420401,,-1.1376196146011353,1.5993441343307495,-1.5326881408691406
9669,66.32856216425594,250.6094941797112,,5.095539569854736,1.5231125354766846,-1.5324206352233887
9740,63.62367721051671,250.4245021620156,,-5.501585006713867,1.3198386430740356,-1.5321768522262573
9809,60.97142111312277,250.22347661210563,,5.134451866149902,1.7924262285232544,-1.5318984985351562
9879,58.38832315812685,249.99091138095054,,-17.625484466552734,1.8659849166870117,-1.531641960144043
9949,55.7329112558945,249.8571986575934,,-5.556311130523682,1.684907078742981,-1.5313682556152344
10018,53.40437178490086,249.46057720408407,,-13.458638191223145,1.5021512508392334,-1.5310962200164795
10087,51.0186848813689,249.14270392266775,,-16.063312530517578,1.945543646812439,-1.5307673215866089
10158,48.68947419376611,248.8046735621908,,-9.661796569824219,1.4351153373718262,-1.5304131507873535
10227,46.47823696041732,248.39473607176254,,-14.912471771240234,1.8114135265350342,-1.5300617218017578
10296,44.18325111214489,248.08378836187296,,-10.865039825439453,1.8956135511398315,-1.5297198295593262
10367,41.95339015214543,247.74348223966217,,-8.412362098693848,1.7434253692626953,-1.5293855667114258
10436,39.75851296362858,247.39959737319754,,-0.5647569298744202,1.95901358127594,-1.5290656089782715
10505,37.71387025943902,246.95651180962827,,-13.30388069152832,2.1571061611175537,-1.5287672281265259
10574,35.71716434869727,246.49988430608155,,-19.39696502685547,2.0430729389190674,-1.5284748077392578
10644,33.65674898316262,246.11959871098662,,17.003501892089844,1.8858829736709595,-1.5281662940979004
10710,31.612774350210156,245.74964708328065,,12.665841102600098,2.1848678588867188,-1.5279134511947632
10779,29.74391702615468,245.26222149274437,,1.2632399797439575,1.7670987844467163,-1.5277013778686523
10848,27.93305927290739,244.7529798880395,,-14.135710716247559,1.6911174058914185,-1.5274972915649414
10917,26.136140631407475,244.25519312965253,,-5.631303310394287,1.9755088090896606,-1.5272700786590576
10986,24.34534055908803,243.7743373200264,,-6.792945861816406,1.924579381942749,-1.527038335800171
11054,22.587810711704456,243.28921318093734,,13.18767261505127,1.8313268423080444,-1.5267789363861084
11122,20.65026603734081,242.969955849719,,22.787277221679688,1.748505711555481,-1.5265560150146484
11191,18.97289457126658,242.4640945886611,,-8.488225936889648,1.8213329315185547,-1.5264238119125366
11259,17.418988129648273,241.888961218805,,16.190975189208984,1.7752271890640259,-1.5262634754180908
11328,15.721357523175397,241.43837833441077,,-15.518025398254395,1.8124210834503174,-1.5261439085006714
11393,14.025286938945467,241.00573656516744,,5.606179237365723,1.9055570363998413,-1.5259780883789062
11462,12.423643123370514,240.52007025483934,,1.97883939743042,1.8604422807693481,-1.5258281230926514
11527,10.781691728130404,240.08313275116066,,1.4037227630615234,2.3661727905273438,-1.5256860256195068
11589,9.168820628599212,239.64192097839512,,10.839275360107422,1.9743305444717407,-1.5255553722381592
11656,7.606184255592453,239.18035684027026,,-6.677536487579346,1.8403669595718384,-1.5254477262496948
11726,6.110007428978757,238.68705431078183,,23.50394630432129,2.0651981830596924,-1.5253112316131592
11795,4.611199569190278,238.2124245575999,,9.016451835632324,1.8232667446136475,-1.5252468585968018
11864,3.204258281825654,237.6885938298397,,2.1682634353637695,1.8543859720230103,-1.5252007246017456
11934,1.729258652116204,237.22950083765537,,-6.936091899871826,2.1546061038970947,-1.5251569747924805
12004,0.2795589544464524,236.76770889808827,,1.6510158777236938,1.9057848453521729,-1.5250825881958008
12071,-1.1370493146443166,236.29740659748862,,-12.247151374816895,1.8031179904937744,-1.5250091552734375
12140,-2.374868383481125,235.7205636956428,,-12.663015365600586,1.6147820949554443,-1.5249103307724
12206,-3.802850508119465,235.28964497856236,,11.030449867248535,2.0291688442230225,-1.5247974395751953
12271,-5.206990811833177,234.8558358557913,,-15.292621612548828,2.2267863750457764,-1.5247267484664917
12336,-6.63224730089969,234.45232708981976,,28.470144271850586,1.9734865427017212,-1.5246366262435913
12405,-8.06760303435686,234.07086814381802,,9.6662015914917,1.9428857564926147,-1.5246025323867798
12473,-9.370244021501255,233.60557909020648,,-9.592622756958008,1.8250411748886108,-1.5245893001556396
12542,-10.614401426463253,233.1133051318289,,-10.122541427612305,1.6790990829467773,-1.524553656578064
12610,-11.863409691162238,232.63757528720973,,-3.4005093574523926,1.6588654518127441,-1.5244951248168945
12678,-13.102426373995485,232.16797330362337,,36.75596237182617,2.5714638233184814,-1.524437427520752
12748,-14.364205563004194,231.72715356315382,,7.170090675354004,1.713686466217041,-1.524440050125122
12818,-15.60267540599661,231.28251867493873,,33.34980010986328,2.249541997909546,-1.524467945098877
12886,-16.877723710303275,230.876611411937,,-8.477537155151367,1.730945348739624,-1.5245332717895508
12956,-17.95438213041932,230.34841283574332,,-3.6389212608337402,1.6284981966018677,-1.5245797634124756
13026,-19.108573676491005,229.88227541325068,,-25.778406143188477,1.6738104820251465,-1.5246224403381348
13096,-20.22359059817332,229.40167504716857,,-8.126412391662598,1.5832806825637817,-1.5246076583862305
13163,-21.379941848100508,228.96038007871607,,-11.321561813354492,1.5933332443237305,-1.524585485458374
13236,-22.466752468050814,228.48369402121276,,-15.072973251342773,1.8806912899017334,-1.524550437927246
13307,-23.562650651173467,228.0240367907766,,4.011838436126709,1.9220038652420044,-1.5245083570480347
13375,-24.689149354015807,227.59604495637026,,5.176202297210693,1.5997296571731567,-1.5244958400726318
13444,-25.673435037736034,227.0863682439371,,5.5299506187438965,1.302436113357544,-1.524515151977539
13515,-26.710264742827132,226.62003310823437,,27.20420265197754,1.879720687866211,-1.5245602130889893
13585,-27.727042670782012,226.15107112691757,,-5.968613147735596,2.268749475479126,-1.5246779918670654
13655,-28.67556888133322,225.64971871342354,,-21.251285552978516,1.7975866794586182,-1.5247910022735596
13725,-29.69221670871863,225.20096098513767,,-19.720075607299805,1.4395701885223389,-1.5248587131500244
13797,-30.72917710549138,224.77549504278153,,-19.032215118408203,1.9484792947769165,-1.5248985290527344
13870,-31.983979461541896,224.52216719274307,,-11.838228225708008,2.227165460586548,-1.5249054431915283
13943,-33.29961173758843,224.3301911366709,,6.165315628051758,2.283813238143921,-1.5249112844467163
14015,-34.26697457955612,223.88565497783148,,-5.674066543579102,2.494495153427124,-1.5249398946762085
14087,-35.443295339987735,223.5996357570129,,-8.950085639953613,2.272915840148926,-1.5249780416488647
14160,-36.576575752266685,223.28981429516702,,-23.59660530090332,3.2240583896636963,-1.525016188621521
14234,-37.74601846072454,223.0175616382093,,-18.335338592529297,2.4233336448669434,-1.5250396728515625
14307,-38.93519565425231,222.77052117578927,,-29.502721786499023,3.070089340209961,-1.525054931640625
14391,-40.04266061500711,222.4682112233013,,-11.558430671691895,3.095085620880127,-1.5250552892684937
14519,-40.88116390807446,221.9934157100176,,-28.412670135498047,2.0864334106445312,-1.5250585079193115
14592,-42.12117940089735,221.81863365547153,,-4.2944722175598145,2.8625664710998535,-1.5250632762908936
14672,-43.34413899874527,221.63805272481224,,-29.698158264160156,2.413166046142578,-1.5250813961029053
14770,-44.28325472609741,221.2486903336873,,-50.59070587158203,4.846473217010498,-1.525069236755371
14925,-44.79923584285498,220.6471856288979,,-62.63042449951172,2.8452556133270264,-1.5250381231307983
15078,-45.5373949332238,220.1534325956661,,-43.66215515136719,5.030032634735107,-1.5249961614608765
15312,-41.99220240387526,224.00320469080344,,-195.2022705078125,1.667562484741211,-1.5249556303024292
15520,-42.40460550722159,223.3720679532999,,-43.91322708129883,3.027129888534546,-1.5248408317565918
15664,-39.85022844156843,225.04666268856266,,-120.82559967041016,1.993111491203308,-1.5247387886047363
15766,-37.78041909490347,225.91036576697607,,-90.57150268554688,2.154726982116699,-1.52463698387146
15934,-35.16026726215093,227.71051671667328,,-121.72491455078125,2.0868079662323,-1.5245593786239624
16054,-32.97475897303513,228.7527730293846,,-116.97413635253906,2.2648561000823975,-1.524495005607605
16247,-30.410190953461722,230.44798627308342,,-187.8223876953125,2.2220919132232666,-1.5244247913360596
16348,-28.378009739765144,231.25707686968002,,-63.22331237792969,2.4103989601135254,-1.5243239402770996
16472,-26.26493474286269,232.19285369985062,,-130.95252990722656,2.212925910949707,-1.5242947340011597
16562,-24.491441226395654,232.65411052114698,,-85.25021362304688,2.509125232696533,-1.52423894405365
16648,-22.80292657257623,233.01519565282038,,-108.44590759277344,2.5824215412139893,-1.5241936445236206
16737,-21.06234335865724,233.44908059432257,,-118.0477066040039,2.4987990856170654,-1.5241103172302246
16820,-19.45514607137255,233.72578687543762,,-102.3669662475586,2.544389247894287,-1.5240103006362915
16908,-17.772627358174446,234.10154052692914,,-122.77558135986328,2.4302942752838135,-1.5238970518112183
16998,-16.082508246222517,234.49392251357438,,-92.40437316894531,2.49056339263916,-1.523757815361023
17085,-14.462232205086242,234.8071502682547,,-84.53775787353516,2.6026079654693604,-1.523624300956726
17173,-12.863896774559986,235.10109962791006,,-71.63019561767578,2.5655269622802734,-1.5235048532485962
17258,-11.310738556808154,235.34864437876925,,-66.83690643310547,2.4481732845306396,-1.5234174728393555
17345,-9.736077470563977,235.6287545808595,,-122.08875274658203,2.3748600482940674,-1.5233713388442993
17434,-8.160440842227182,235.91704346198483,,-106.87702178955078,2.5724356174468994,-1.5232839584350586
17514,-6.754608255682596,236.019280412306,,-47.79293441772461,2.6270852088928223,-1.5231645107269287
17603,-5.186654765120124,236.31337941221295,,-82.69690704345703,2.490495443344116,-1.523158073425293
17690,-3.678018683597194,236.54404160974866,,-84.4917221069336,2.3838601112365723,-1.5231528282165527
17773,-2.25470365970334,236.6848471503469,,-71.55250549316406,2.481781005859375,-1.523141860961914
17859,-0.8585458167362565,236.80281000684428,,-86.05857849121094,2.52517032623291,-1.5231560468673706
17944,0.5743931558733435,236.9682518227013,,-65.62722778320312,2.2993946075439453,-1.5231564044952393
18023,1.8706379240378503,236.994072603857,,-55.625606536865234,2.5002963542938232,-1.523216724395752
18106,3.2114689714604547,237.07304345720274,,-56.89691925048828,2.329827308654785,-1.5233080387115479
18188,4.5410028165237115,237.1467359408087,,-61.913230895996094,2.3210432529449463,-1.5234391689300537
18272,5.889572273601449,237.24734930328648,,-66.64433288574219,2.352653980255127,-1.5235856771469116
18354,7.190172752343218,237.3036214671187,,-99.82730865478516,2.3042922019958496,-1.5237486362457275
18437,8.487123102862355,237.36256899775532,,-65.83610534667969,2.342524766921997,-1.5238616466522217
18515,9.669413129686241,237.31297141417735,,-112.39702606201172,2.3585803508758545,-1.523972511291504
18597,10.927705337874384,237.3451643645262,,-58.42171096801758,2.3717970848083496,-1.5240042209625244
18681,12.21579485681911,237.41466075540654,,-73.07101440429688,2.458733558654785,-1.5240627527236938
18767,13.498399008469647,237.48458949290944,,-105.36715698242188,2.2208783626556396,-1.524107813835144
18852,14.752985703527031,237.5313513298268,,-60.38840103149414,2.4157631397247314,-1.524098515510559
18937,16.000833821777174,237.5772320910534,,-57.84092712402344,2.4271883964538574,-1.5241003036499023
19021,17.241114916547293,237.62131887117116,,-70.79070281982422,2.285022020339966,-1.5241132974624634
19107,18.499252408529454,237.6900730067664,,-51.095680236816406,2.3220651149749756,-1.524118423461914
19193,19.72380499196647,237.72967661860406,,-134.12371826171875,3.4805872440338135,-1.5241492986679077
19280,20.947292035295078,237.77405445313164,,-55.040714263916016,2.5444095134735107,-1.524105429649353
19365,22.143337687862907,237.79605154669855,,-70.98675537109375,2.237122058868408,-1.5240718126296997
19445,23.23591501624456,237.72273210552476,,-25.095184326171875,2.3705050945281982,-1.5240159034729004
19527,24.344668900304445,237.67038723385792,,-48.05044937133789,2.53244686126709,-1.5240185260772705
19619,25.59256234089838,237.76508783716343,,-51.539485931396484,2.1815993785858154,-1.5240415334701538
19709,26.828940859159477,237.85296415887925,,-123.89559936523438,3.311251640319824,-1.5240815877914429
19791,27.885068913122765,237.7665475977508,,-48.20057678222656,2.5025930404663086,-1.5240601301193237
19871,28.92767729158534,237.6731818422017,,-92.80575561523438,2.5307838916778564,-1.5240492820739746
19958,30.088819725577082,237.70009030086442,,-96.85155487060547,2.6696949005126953,-1.5239965915679932
20040,31.146146559248503,237.63064092613115,,-28.318763732910156,2.6666505336761475,-1.523911714553833
20135,32.333750764967135,237.69635397074885,,-34.415069580078125,2.376265287399292,-1.5238829851150513
20227,33.49028309497627,237.73486232928397,,-24.844898223876953,2.3864142894744873,-1.5238853693008423
20313,34.574236798595116,237.70575959459825,,-32.68471908569336,2.563553810119629,-1.5239769220352173
20407,35.76851782331737,237.79497144544803,,-59.95896530151367,2.4425339698791504,-1.5240799188613892
20516,37.09112378352712,238.0351989405297,,-49.28509521484375,2.475663661956787,-1.5241434574127197
20623,38.34558013875219,238.20066578767543,,-50.537452697753906,2.4312634468078613,-1.5242085456848145
20722,39.55938601407576,238.32539823559551,,-62.18742752075195,3.3582005500793457,-1.5242681503295898
20833,40.818022372945585,238.50573866483387,,-57.71945571899414,3.190732002258301,-1.524309515953064
20926,41.96173702106758,238.5642250456204,,-87.64624786376953,3.0747103691101074,-1.5243343114852905
21020,43.10012746311117,238.6220239218207,,-66.77163696289062,2.9242188930511475,-1.5243160724639893
21148,44.47089877168828,238.9544805716373,,-93.23101806640625,2.691915512084961,-1.5242784023284912
21281,45.84804665504237,239.29944509267543,,-59.28825378417969,2.867633819580078,-1.5242199897766113
21427,47.360545168797934,239.83062128052845,,-46.29277420043945,2.61808443069458,-1.5241577625274658
21685,49.470894474519234,241.37251031674796,,-66.524169921875,3.2869784832000732,-1.5241076946258545
22067,52.29453416917424,244.5338623415152,,-81.61270141601562,3.5885894298553467,-1.5240625143051147
22323,54.616168297448205,246.47824321366403,,-151.83872985839844,2.906813383102417,-1.5240201950073242
22858,58.501182178039514,252.8067579810672,,-182.67491149902344,4.113626003265381,-1.523945689201355
23670,64.01840580927941,265.6547250229972,23670,-463.0677795410156,4.469420433044434,-1.5238686800003052
23957,63.48363789623247,265.20008471192625,23670,117.54930114746094,3.6799521446228027,-1.5237737894058228
24222,63.18076657511004,264.6652971181309,23670,-12.524619102478027,4.805117607116699,-1.5237092971801758
24405,62.235635554731964,264.4846605275166,23670,33.84282302856445,3.080662727355957,-1.523637294769287
24542,61.07497199694175,264.50793627352505,23670,32.057151794433594,2.38893461227417,-1.5235631465911865
24645,59.67230564061833,264.8091315835305,23670,94.36322784423828,3.6478259563446045,-1.5234816074371338
24739,58.44883828619987,264.9070494171763,23670,49.912559509277344,2.9907007217407227,-1.5234386920928955
24831,57.30743878775813,264.92366125257854,23670,-4.313898086547852,2.958076238632202,-1.523411512374878
24939,56.2806811929568,264.8343020055152,23670,10.566086769104004,2.7143282890319824,-1.5233443975448608
25025,55.110061691717576,264.8910838881965,23670,8.461584091186523,2.642047166824341,-1.5232511758804321
25108,53.94342466504912,264.948348430356,23670,40.559173583984375,3.216179132461548,-1.523141860961914
25183,52.73395949672072,265.05612208454266,23670,13.041751861572266,4.598207473754883,-1.5230522155761719
25257,51.5469575209553,265.1440892489108,23670,10.079789161682129,3.0456528663635254,-1.5229581594467163
25331,50.40434033880396,265.18961103346027,23670,63.5189208984375,3.3772032260894775,-1.5228402614593506
25405,49.254396866212495,265.24731452979375,23670,15.3132963180542,3.202573299407959,-1.5227657556533813
25478,48.17102277713918,265.2414032466489,23670,36.006927490234375,3.3294920921325684,-1.5226808786392212
25551,47.078518707299615,265.24908441097574,23670,5.885316848754883,3.9792563915252686,-1.5226147174835205
25626,45.994474359984515,265.25268081530237,23670,4.748284339904785,2.998852252960205,-1.5225234031677246
25700,44.90429159450032,265.2668488756352,23670,38.55330276489258,2.868143320083618,-1.5223764181137085
25774,43.82364522680846,265.27572631907384,23670,20.89624786376953,3.052255630493164,-1.522255778312683
25849,42.73294618497593,265.2991189585053,23670,-12.761588096618652,3.5422489643096924,-1.5221349000930786
25920,41.75034437950691,265.2216037595696,23670,14.8604154586792,3.700740337371826,-1.5219526290893555
25993,40.74404423393224,265.170530218089,23670,7.067975044250488,3.0263357162475586,-1.5217708349227905
26066,39.76404854884415,265.0989229858161,23670,12.97387981414795,3.108823776245117,-1.5215709209442139
26138,38.77447876437195,265.0404367562274,23670,-3.605830430984497,3.341902017593384,-1.5213775634765625
26209,37.82708578565435,264.9470765644189,23670,-5.279298305511475,3.2437829971313477,-1.5211656093597412
26280,36.92493938558022,264.8176612581091,23670,39.13239669799805,3.7723031044006348,-1.5209236145019531
26349,36.14018117415766,264.59685422566764,23670,-26.328157424926758,3.940218687057495,-1.5207332372665405
26418,35.37099093052324,264.368190836402,23670,37.832244873046875,3.2663326263427734,-1.5205154418945312
26488,34.55455623560868,264.17977613927843,23670,-10.325679779052734,3.344865322113037,-1.5203521251678467
26557,33.810841590201534,263.93975399305344,23670,26.72943115234375,3.4414594173431396,-1.5201432704925537
26626,33.08789060201925,263.6884961222987,23670,15.139225006103516,3.521033763885498,-1.5199737548828125
26695,32.35485098589773,263.4481515250271,23670,78.15625,3.4088594913482666,-1.5198115110397339
26763,31.66123012731008,263.1835745582514,23670,13.132343292236328,3.9600422382354736,-1.519747257232666
26832,30.908343783526327,262.9652793732105,23670,10.881438255310059,3.9829866886138916,-1.519684076309204
26903,30.029353074790098,262.85357868740107,23670,-0.7064072489738464,3.651348114013672,-1.5196126699447632
26972,29.309453156155893,262.6177808940893,23670,8.406350135803223,3.4378113746643066,-1.5195198059082031
27041,28.604374885721434,262.3748485412293,23670,1.2899020910263062,3.2437472343444824,-1.5194249153137207
27110,27.906344719391114,262.1303851065142,23670,-5.484818458557129,3.5494308471679688,-1.5193021297454834
27179,27.197988448833744,261.8967767843574,23670,21.650909423828125,3.6670918464660645,-1.5191559791564941
27248,26.526503108626354,261.64055453074866,23670,4.395576477050781,4.243833065032959,-1.5190315246582031
27317,25.860591443353442,261.38386477578166,23670,-15.082221984863281,3.9223456382751465,-1.5189032554626465
27388,25.124266705185747,261.18155147341764,23670,-11.511765480041504,4.004624843597412,-1.5187444686889648
27456,24.449205014239645,260.9377442666506,23670,19.76996612548828,3.6421916484832764,-1.5185582637786865
27526,23.72835083501511,260.7305841247907,23670,24.746728897094727,3.2388951778411865,-1.5183959007263184
27596,23.040538894739257,260.5023723288544,23670,5.093894004821777,3.446580171585083,-1.5182671546936035
27664,22.397827993131855,260.2458455576872,23670,12.002154350280762,3.3330979347229004,-1.5181292295455933
27732,21.759354616631324,259.98963913389497,23670,7.608819484710693,3.4670557975769043,-1.5180013179779053
27800,21.114751821445743,259.74077482757684,23670,36.44865798950195,2.7296125888824463,-1.5178769826889038
27868,20.49521219424421,259.4781493886579,23670,-15.2017240524292,3.094736337661743,-1.517812728881836
27938,19.847807071105795,259.2375490461311,23670,21.621244430541992,3.6004934310913086,-1.5177016258239746
28007,19.221416055489684,258.9856409141554,23670,17.72056770324707,2.6386895179748535,-1.5176105499267578
28076,18.596025137236236,258.7361167541259,23670,30.39885902404785,3.314115047454834,-1.5175371170043945
28145,17.952259768491185,258.5023067848818,23670,-30.935365676879883,2.643784523010254,-1.517492651939392
28214,17.319311795705413,258.2639988434569,23670,26.911334991455078,3.055569887161255,-1.5173884630203247
28282,16.71938149990849,258.0063744202336,23670,6.154008865356445,3.134103536605835,-1.5173099040985107
28352,16.08818389299286,257.7729007567087,23670,32.888710021972656,3.0431740283966064,-1.5172345638275146
28422,15.46508943213192,257.5367681875717,23670,37.65410614013672,2.7544467449188232,-1.5171916484832764
28493,14.741665576567817,257.37864050743957,23670,-36.50453567504883,2.737790584564209,-1.5172417163848877
28562,14.109105899777717,257.1547964333852,23670,7.364620685577393,2.5965311527252197,-1.5171595811843872
28630,13.526447121270152,256.8998718589114,23670,-10.854279518127441,3.6937196254730225,-1.517081379890442
28700,12.88709695368613,256.6867751923942,23670,33.24013900756836,2.5235118865966797,-1.516971230506897
