timestep,mean_reward,std_reward,steps_to_1000_return
2543,8.806869128942392,3.8565218115383333,
2560,8.834290622052722,3.8624617204054226,
2576,8.854708354453901,3.860932578192165,
2595,8.893111502303304,3.883573904638813,
2612,8.92662572375278,3.89823319619583,
2627,8.937244248127156,3.8899096392231662,
2644,8.973921323071135,3.910003310175217,
2665,9.026974721958002,3.9636221396222586,
2684,9.078279951176746,4.012532010857185,
2698,9.082929776033449,4.002045444150979,
2715,9.125024887593693,4.031575122774981,
2732,9.144864675174723,4.029660810013986,
2754,9.194492513073545,4.075107961661234,
2770,9.211060628826987,4.070473868931094,
2788,9.243369249514897,4.083604438759761,
2805,9.260528354888505,4.079576827748969,
2822,9.291025745359876,4.0903715969519086,
2838,9.307129619110448,4.085684252732471,
2854,9.332541503409898,4.09013630114655,
2881,9.385391307196368,4.144732877961996,
2900,9.426619310283424,4.173525065150872,
2919,9.457684808722023,4.1852370832162675,
2963,9.604052805265756,4.648057783374535,
2978,9.624484138983805,4.6450610400187795,
2995,9.643554402178966,4.6410411914948995,
3011,9.659494418942367,4.634796057599532,
3028,9.677788906171655,4.630392077070363,
3046,9.71316042280448,4.645868090871421,
3063,9.734262812431576,4.644001062225735,
3079,9.758374576970505,4.645206554153408,
3097,9.788890472769495,4.654160217995006,
3120,9.844809648464468,4.710991569475234,
3137,9.862782167992288,4.706583024164358,
3156,9.890235781915552,4.711705851163215,
3175,9.934524414028013,4.743360348847335,
3192,9.953951856643139,4.7402868008676595,
3222,10.085684887608018,5.0980602240570665,
3240,10.11953427733622,5.1095651192741665,
3261,10.156394488580586,5.125542590811635,
3280,10.18850968273158,5.134832199034297,
3298,10.20750240959905,5.130314600767258,
3317,10.236049419755853,5.1353776984872885,
3345,10.317220978449905,5.2599056787010925,
3366,10.35104367743101,5.271262700086546,
3394,10.416726715198992,5.347424193673856,
3413,10.44128299995579,5.347507027021963,
3431,10.461434611695113,5.343667608020667,
3450,10.481572336495399,5.3399243900131514,
3468,10.506083693955533,5.340330116039583,
3490,10.557314954781871,5.382741665273298,
3510,10.5877023954296,5.389849484233081,
3531,10.613270747885784,5.39145640198644,
3549,10.630229178865596,5.385526058501328,
3568,10.654490169152545,5.386013655665791,
3586,10.667820129292757,5.377940605317881,
3604,10.692990256733012,5.379627607228429,
3624,10.725982453202054,5.3910878741997355,
3647,10.759468443112972,5.403324224749346,
3665,10.782479362174113,5.4029976198449985,
3687,10.81182122820581,5.409882932664941,
3708,10.8390942946751,5.414339433744229,
3723,10.841179897363387,5.402901475827725,
3740,10.846137163962782,5.391978043913538,
3760,10.872023586093453,5.395266421049086,
3781,10.902680151466733,5.404565845442834,
3800,10.929283659443701,5.408840994067741,
3818,10.947237309544551,5.40469244708793,
3836,10.964046193684212,5.399750316665627,
3855,10.987117694284336,5.400472353870804,
3877,11.01722086201811,5.409656294233527,
3899,11.06957388522613,5.459896438542441,
3927,11.16298964391921,5.640750012601551,
3949,11.225089788433934,5.712577688042982,
3967,11.235390053493376,5.703290604069107,
4005,11.416322232648035,6.362567747985001,
4023,11.427954928115643,6.352420658181978,
4041,11.442221390552165,6.343698817037729,
4058,11.457686562608973,6.335769789395951,
4077,11.48124831344136,6.334195247948533,
4096,11.497876826506191,6.32717347787436,
4118,11.5350561090853,6.342336726655106,
4136,11.551358575176412,6.3352186083694795,
4155,11.567914690089331,6.328357942807051,
4173,11.58123541858439,6.319628954037486,
4192,11.594238962488921,6.3108136935163115,
4211,11.621867692425969,6.314233378739662,
4227,11.623750088489464,6.30215173642191,
4264,11.767307215256588,6.702476579337127,
4283,11.781227878205346,6.693452590270942,
4302,11.802761269565577,6.689801385542764,
4322,11.839700571549502,6.703938292254241,
4339,11.847457819018274,6.692464371820223,
4355,11.858683354529635,6.682371788672841,
4373,11.875895313102356,6.675751031370776,
4391,11.892199450493349,6.668608350656995,
4409,11.910867329073081,6.663213588981641,
4425,11.91885973482238,6.65215454472785,
4446,11.938735427809004,6.647896910278995,
4464,11.952775821708153,6.639689479097507,
4480,11.96416425455717,6.630178620439042,
4500,11.9878726928796,6.6296518638091015,
4517,11.997502966323353,6.619506681187235,
4535,12.01583863823907,6.614496386437807,
4553,12.027323103708076,6.605302189963279,
4573,12.053290353542076,6.6075604482423484,
4587,12.053020531391281,6.595709846629567,
4602,12.047832224551142,6.584491582953359,
4618,12.050152186480924,6.572879603970272,
4637,12.064722256398433,6.565759490700635,
4657,12.085439782939135,6.563376208533922,
4675,12.103519241627858,6.558866349806071,
4690,12.108240417311967,6.54783285584097,
4727,12.246916584471302,6.942986621474717,
4744,12.246695597346585,6.930881278748174,
4760,12.25158455549762,6.9193337547449465,
4780,12.28715021396899,6.9336722199859935,
4795,12.292081578652276,6.922214949192542,
4812,12.295978403412631,6.910629500096782,
4830,12.308380661428647,6.902029401524603,
4849,12.32290193739089,6.894707832255842,
4869,12.356373609962013,6.906777035537709,
4885,12.35959158430467,6.895281464923412,
4904,12.377055256584201,6.8901560832871676,
4922,12.388103541743195,6.88117257541626,
4937,12.39159189722084,6.869880324854333,
4954,12.396546971459127,6.858916002987428,
4971,12.403365902974437,6.848490039699242,
4994,12.455976518749795,6.897561808741739,
5010,12.45816913758507,6.886237606554643,
5030,12.476603496891551,6.882324692293882,
5046,12.482922826494288,6.871876210037341,
5064,12.496275708862436,6.864550765819754,
5082,12.511839717259003,6.858713163887197,
5120,12.638840087029376,7.198903938047103,
5138,12.649020904069292,7.189421236469742,
5156,12.660985427079925,7.180849079016503,
5177,12.692348860207845,7.19042478320636,
5197,12.710674741724404,7.186102787928846,
5216,12.720765824015462,7.1767840524290305,
5234,12.73276382679437,7.168443745891378,
5252,12.743668314141186,7.159619567151441,
5272,12.758142886337433,7.152846207029163,
5296,12.809365593989172,7.199151768996803,
5318,12.845383393067156,7.216247824466272,
5342,12.893275721245155,7.255175547266169,
5364,12.926061477197045,7.267350562656196,
5386,12.96105756073286,7.282858422361406,
5427,13.12389564998391,7.833261832168608,
5447,13.148942537517339,7.833952399898341,
5469,13.168827779414686,7.829951075945087,
5486,13.170913290611612,7.817948327959488,
5505,13.182363586069867,7.808631951238656,
5525,13.199957432924625,7.803095252020188,
5546,13.222916475054214,7.80217489653921,
5564,13.231622912959773,7.791863007691687,
5582,13.238462138315388,7.780998197233778,
5629,13.436313155335412,8.55798923145978,
5666,13.544708002595677,8.768992498745071,
5696,13.610105239062275,8.83624567461049,
5717,13.637646350528044,8.837227602224406,
5751,13.745939367941176,9.042565250541736,
5769,13.752296556115178,9.029806254407363,
5813,13.890790035380146,9.365905125960067,
5831,13.895029906316715,9.352321726063503,
5869,14.023084021928339,9.629809157017233,
5889,14.036812199119263,9.618907188917825,
5932,14.185061814278592,9.98507748792448,
5953,14.201765831500403,9.975182208890937,
5977,14.242993797802324,9.989640888773934,
5997,14.254420712278847,9.977306252199105,
6016,14.264830179176961,9.96465888698464,
6037,14.282373491055388,9.955525547239187,
6081,14.438918659963473,10.357641679457267,
6110,14.509155485074128,10.424896449037512,
6128,14.512901050591003,10.410141194253063,
6149,14.537182825645537,10.405080650656403,
6174,14.590097972076661,10.43712494921813,
6207,14.674370363524233,10.540819119968008,
6245,14.792429097741577,10.755715134103015,
6264,14.797671187143804,10.74091989206468,
6308,14.994431575207976,11.344943154994466,
6345,15.108382851922876,11.53004035015119,
6394,15.274898487290516,11.933635051391763,
6429,15.38268842447706,12.089209241563966,
6465,15.505500016914203,12.293301511610412,
6491,15.583002549586627,12.3634412023072,
6532,15.70280811726829,12.553204503917845,
6564,15.782202736390497,12.625992533858902,
6596,15.844449693970105,12.663888560137739,
6631,15.924824574144495,12.738557043155991,
6688,16.135071790648308,13.33683055888009,
6729,16.258149654926,13.523966204431053,
6754,16.32353039774558,13.563118582020161,
6793,16.45199582475857,13.765797076115774,
6832,16.56661621323336,13.921343902757188,
6868,16.678120704374756,14.066059826178389,
6908,16.79484364333732,14.224860090726178,
6951,16.914166012080926,14.38990035051446,
6984,16.983161267418385,14.431863444065787,
7022,17.091680487240275,14.56369195011442,
7060,17.18830005366974,14.663426951611745,
7104,17.309196351354878,14.829331268074515,
7140,17.40111734044351,14.91619093165452,
7175,17.484504047602993,14.98389276526307,
7206,17.550935931330223,15.019549146111297,
7244,17.641671521170323,15.103102152794824,
7273,17.709713425501814,15.141270697649716,
7313,17.82394684553581,15.284471705485345,
7347,17.91591968292171,15.369658343639358,
7378,17.987365732397777,15.412967008488291,
7419,18.119446004773668,15.608408576996581,
7455,18.190809593722122,15.650726927084428,
7488,18.257502246082353,15.68512433659111,
7523,18.348429847689598,15.766381597412895,
7563,18.447276198275677,15.86566557981348,
7595,18.522005054450165,15.913484810535456,
7631,18.61149309274027,15.99077304100047,
7668,18.703328468931335,16.07295875331127,
7699,18.763616283341673,16.096649002416054,
7732,18.838922104692546,16.14514896699278,
7765,18.904934474354697,16.17766350561743,
7801,18.978377993054508,16.222806132281775,
7834,19.049952495138026,16.26463628415402,
7868,19.111151244738203,16.289726318410537,
7912,19.23670480772413,16.460457154705985,
7952,19.336935474017164,16.56097725589075,
7983,19.383288063778508,16.56615764803086,
8025,19.49500553350138,16.6956734948115,
8064,19.58907873754177,16.780967597275918,
8099,19.650944941262434,16.805973275819696,
8134,19.719958606838247,16.8422406491286,
8164,19.773156448529985,16.85538479433077,
8194,19.830384754924207,16.873963376841363,
8233,19.940996494199396,16.999954371944654,
8261,19.979232146324403,16.99662139691955,
8294,20.025620773634063,17.001670371249133,
8336,20.122146339604566,17.09276184403144,
8377,20.230075362747268,17.211263931779698,
8413,20.311132104726166,17.2687277297169,
8446,20.36064762950165,17.277066826866278,
8480,20.42406290002023,17.3042454002026,
8509,20.464535819457787,17.302991933023954,
8537,20.5109407650239,17.308018451657194,
8570,20.567142813725436,17.32521636984543,
8604,20.645340163453273,17.378000774064628,
8648,20.733936528620998,17.451509200668166,
8692,20.848137005506644,17.58677158587311,
8723,20.897631766444125,17.595134430617623,
8775,21.049277655112995,17.84759505352055,
8843,21.30301721774899,18.57292536391338,
8880,21.371118394525055,18.60381046163155,
8918,21.4476466863321,18.64860842762157,
8983,21.681463046849768,19.240296822661318,
9029,21.793610240201943,19.356649183665862,
9072,21.894026097321518,19.44505169471753,
9116,21.98911152944559,19.521739433269552,
9184,22.221147998963133,20.08257432219877,
9234,22.34638345866899,20.22666862309299,
9296,22.55835189955082,20.6769482294825,
9334,22.619238566790564,20.691793326024587,
9377,22.726666982574177,20.78848200155768,
9416,22.791804997949455,20.808867232437834,
9468,22.94582428182143,21.031758355067883,
9513,23.062104647976465,21.147526130936715,
9550,23.117862351046323,21.15550554317282,
9584,23.165310565554606,21.15471602861014,
9622,23.23105761404741,21.175518147817122,
9661,23.309030887933478,21.21463902101561,
9704,23.408476101666512,21.293282392047125,
9738,23.46182280265051,21.298785522791025,
9780,23.552879141649132,21.36093592838555,
9828,23.65126288399488,21.43739373296183,
9872,23.731716106740635,21.480498206368384,
9945,24.007766093692638,22.234351025506562,
10009,24.19583568333291,22.562653554237347,
10083,24.479195773706106,23.321894847421405,
10121,24.533860633408086,23.324746761872728,
10159,24.605058366487935,23.34777524036955,
10225,24.817245099688403,23.753274756324146,
10267,24.93534509829479,23.859523606638994,
10305,24.996855898442806,23.869162406935594,
10353,25.105459488309066,23.95494848262348,
10391,25.158628692847742,23.955529747556454,
10438,25.25862263326093,24.024386058840015,
10511,25.516090415995947,24.621236783925934,
10581,25.74846959813648,25.092162733804905,
10652,26.003841760329564,25.655049344630008,
10725,26.2559858315243,26.19158418594186,
10764,26.313104107366055,26.191950041733715,
10803,26.371723813557963,26.19397111604901,
10851,26.475367386118542,26.26059687969955,
10921,26.723519204423408,26.771415796378413,
10965,26.8016875284779,26.795745662962144,
11010,26.879325838822425,26.819459321661,
11054,26.962069889916833,26.85039701550064,
11084,26.979271315238005,26.82433787275403,
11129,27.048418163273233,26.837596365876085,
11202,27.300231705766038,27.35927813028214,
11239,27.336076463493463,27.34134952283507,
11270,27.35756158847565,27.316420542194667,
11304,27.396498410918614,27.30072712277096,
11342,27.451400562935373,27.298156329969075,
11407,27.624418329319443,27.528948585972604,
11443,27.667772880013125,27.51633948327698,
11512,27.851011263077147,27.77734404981788,
11555,27.922700812141095,27.792564754222013,
11589,27.95318394317985,27.771613752364967,
11623,27.98786510991066,27.7531333366659,
11688,28.16779397386525,28.00375856324516,
11721,28.195575607899077,27.98140250786967,
11760,28.251339376100724,27.979334131045622,
11795,28.29281958458017,27.965367921369634,
11832,28.337779203996586,27.954122871078788,
11873,28.39782113190669,27.95676029864042,
11905,28.42328106386445,27.933752423942693,
11945,28.47896162915891,27.93227146025842,
11985,28.534652395784487,27.93091718221726,
12017,28.56684346877521,27.911557330496272,
12050,28.595979476940837,27.89065077671205,
12087,28.6421907592268,27.881197808814505,
12124,28.688523632208046,27.871955905846434,
12164,28.747667836617428,27.87480171309636,
12210,28.820938760527543,27.894363231223544,
12248,28.870345132918924,27.888001836383832,
12284,28.90623919113236,27.87147726220738,
12355,29.094156329753808,28.157561907524258,
12394,29.13392474412316,28.143414466884675,
12430,29.16791738641842,28.12558596807532,
12466,29.202241419228343,28.10806005054211,
12545,29.40659518123741,28.45094179249969,
12584,29.445140655943348,28.435846378871975,
12620,29.486207800407268,28.42263495194922,
12668,29.560983040604015,28.444213271241814,
12709,29.62795111121072,28.45604914480603,
12742,29.656402861365986,28.43524504656005,
12803,29.7974975467419,28.584746717926034,
12837,29.831859095837654,28.567229417068557,
12874,29.867712167878846,28.550746645808115,
12905,29.886676531129986,28.526072869355577,
12941,29.91801782073906,28.507078546182587,
12986,29.985845757859952,28.520740031637132,
13017,30.001705328169816,28.495305148411976,
13050,30.021058875109222,28.471067848870764,
13114,30.173426847436478,28.653329037911394,
13142,30.1842570983271,28.626717213692423,
13179,30.217177046345626,28.6089379421029,
13213,30.243428636599166,28.587672406425135,
13246,30.25947039563346,28.56256644156657,
13277,30.283568164524084,28.540495331436716,
13311,30.31420082862069,28.521785040262543,
13343,30.329808453909656,28.496792057132915,
13373,30.339155724444822,28.470443368695413,
13411,30.37817569647164,28.457415349907983,
13439,30.38085458374615,28.430469471055474,
13473,30.40124765852778,28.407391758031867,
13508,30.425715815389097,28.38609753592714,
13545,30.451652335711476,28.36557899093393,
13576,30.463554966216925,28.340181585593587,
13607,30.47973401890444,28.31598801856633,
13636,30.493388418396833,28.291165737651422,
13670,30.520943334179226,28.271821549394506,
13699,30.559477782240332,28.2594200448906,
13729,30.574871055323484,28.235291309641326,
13762,30.600898931565094,28.21542461094739,
13799,30.64799065862638,28.210304765863523,
13830,30.66374657559342,28.186492785470755,
13864,30.68721086089415,28.16565067544906,
13893,30.69314520769827,28.13994543532292,
13922,30.706958891352286,28.115809994680994,
13949,30.70203339125752,28.090142791251786,
13980,30.714959156432005,28.065929045115485,
14013,30.735661286172558,28.044325722807354,
14043,30.743246414135292,28.019191888866857,
14076,30.76175442526746,27.996908876026126,
14107,30.769844107696525,27.971992471794998,
14139,30.793861065346903,27.95216022945352,
14168,30.801868579660248,27.927367863470437,
14198,30.81548513713799,27.903841248023504,
14230,30.831007899563037,27.880935634678547,
14262,30.853730085230012,27.86083053686617,
14297,30.878881074217947,27.84195684416874,
14330,30.89860577855542,27.820736716098956,
14364,30.921272510502348,27.800835694104688,
14395,30.942188735600435,27.780246956646625,
14427,30.975227123614502,27.76629351601068,
14488,31.092669128637564,27.87981618283906,
14519,31.114695122193467,27.8597799469537,
14548,31.12633925130213,27.83630227266872,
14581,31.139410321396845,27.813248978134368,
14615,31.165209725746244,27.795266949707585,
14652,31.197301826767603,27.781052590372294,
14682,31.21131558137532,27.758451863626362,
14715,31.234976198650262,27.739621258118,
14748,31.24818994444561,27.716931534423694,
14788,31.29727200689949,27.7171735532865,
14819,31.312768364081982,27.695269387942197,
14852,31.325706194954343,27.672685573970153,
14884,31.342224471697868,27.651255610592962,
14919,31.370171021287796,27.635144185494475,
14952,31.39450097370621,27.617150029326826,
14989,31.429048638561945,27.60547259189939,
15017,31.42808818138172,27.58146698606819,
15048,31.43865688913383,27.55867962545204,
15080,31.45335530478254,27.53704787708296,
15114,31.484654752708046,27.523487211448415,
15143,31.493768811898196,27.50058176065101,
15175,31.519281836229737,27.483721402678857,
15202,31.514965314119518,27.460255904595957,
15233,31.53078083218792,27.43930273853791,
15261,31.53995978918884,27.41665406638255,
15290,31.545642269839366,27.393514459499542,
15316,31.54353160549525,27.37013871250695,
15349,31.563023058739827,27.350838652556117,
15379,31.575832960246913,27.32929090504163,
15409,31.57952296803183,27.306188176454643,
15439,31.59328170304853,27.285038043123155,
15468,31.606329585326943,27.263744377470147,
15499,31.617582718219534,27.2420401629576,
15531,31.628832082331613,27.22039577884465,
15558,31.62699600526369,27.197471354660234,
15588,31.6353911500973,27.17533719194276,
15616,31.644684382521373,27.153435825024246,
15650,31.66338445442057,27.134480803706815,
15683,31.67892769209295,27.114400925457957,
15743,31.79988360285535,27.252442642988395,
15774,31.808185594136894,27.230441668493352,
15803,31.811074668182087,27.207832050863676,
15830,31.80448839432496,27.185665861046818,
15859,31.80671794337805,27.163132011656586,
15887,31.817915206867653,27.14198980311488,
15915,31.814187604999432,27.119666437708258,
15945,31.82253497642387,27.098020781125644,
15975,31.82692350427355,27.07586861726186,
16005,31.838071949078824,27.054948390567453,
16039,31.8727964439331,27.046224299654476,
16068,31.878017563401613,27.024316391930565,
16100,31.902881970275757,27.00912712958502,
16130,31.916343073044278,26.989063493854903,
16158,31.91850307209626,26.967057445599078,
16189,31.93080179407077,26.94677020385276,
16222,31.951913059786335,26.92989064351342,
16251,31.962098334579835,26.909171083853998,
16278,31.961689004806022,26.887322268829575,
16308,31.973565156103938,26.867141618773292,
16342,31.99065430572222,26.848751472272284,
16371,31.992604918771033,26.827099333492534,
16404,32.01427189084126,26.81087572933267,
16434,32.02777285148033,26.791389351865615,
16461,32.03385706773703,26.77027356211926,
16488,32.0317586954742,26.748831157095786,
16520,32.04055989074555,26.728291975602986,
16548,32.04477485011276,26.707108328994543,
16578,32.0616511321304,26.689103253814427,
16605,32.058140342756886,26.667956250106712,
16635,32.06613361749051,26.647467029026686,
16665,32.0782780857991,26.628015447148716,
16694,32.08323022979467,26.607163583780544,
16722,32.084360650462635,26.586087033490436,
16753,32.09333941277972,26.566002855262198,
16782,32.09364573155479,26.545011473637366,
16812,32.103292034542754,26.525178975719516,
16842,32.11306001033464,26.505425929345513,
16867,32.107162173797676,26.484997129779515,
16895,32.11434833416915,26.464820634561647,
16921,32.11017259876255,26.44428205859272,
16948,32.1065886335199,26.423737099436376,
16976,32.10832892326259,26.403122133372722,
17004,32.113212200192564,26.382808072687506,
17033,32.119999146460884,26.362812709018442,
17067,32.14178057408852,26.348085522994797,
17099,32.15744936986036,26.33061887871122,
17129,32.166310848781045,26.311160657121977,
17155,32.160586867705604,26.291189995598604,
17183,32.16226810093888,26.27089912447425,
17210,32.166535430969354,26.250844954037692,
17238,32.169206883406225,26.23070123765033,
17264,32.1714990736194,26.21058105751326,
17293,32.18284657479615,26.192040125762688,
17324,32.19354217446012,26.17336919821775,
17353,32.196999859752204,26.153469680553542,
17383,32.21071178465549,26.13581591834462,
17410,32.21334432304456,26.11594406763122,
17439,32.21857867918849,26.09637487401719,
17467,32.22087198493254,26.07657320896831,
17495,32.22537684525172,26.057006493742268,
17523,32.22604439686224,26.037234507664586,
17554,32.234334966800056,26.018372317725053,
17584,32.23723953882322,25.99879088444294,
17612,32.23711943714118,25.979147097718837,
17641,32.245488083536095,25.96044055127291,
17673,32.25765055988928,25.942774944582617,
17703,32.26378809463805,25.923744188015327,
17732,32.26539064899144,25.904307570879674,
17763,32.270545638739044,25.88522362766541,
17793,32.27889945918999,25.866740974577475,
17822,32.28409624638692,25.84775032922062,
17853,32.2914871242965,25.82916119097312,
17881,32.29846359536813,25.81053896781473,
17912,32.30580718865433,25.792029051985843,
17941,32.30889451162567,25.77298420802246,
17971,32.31994989565382,25.75545458376783,
18001,32.319636920155254,25.736370680689692,
18030,32.320212720819995,25.717332209520237,
18064,32.33603455326354,25.701623877764472,
18096,32.34863807367001,25.684756440127696,
18127,32.35515093781537,25.666396058883183,
18158,32.36511666497162,25.648831388627865,
18192,32.3827197327627,25.63410301794194,
18229,32.40353211456251,25.621060007384706,
18260,32.4125696711848,25.603384718650542,
18291,32.422344205593774,25.585937189804103,
18323,32.42799904085446,25.567682240704833,
18354,32.43531005257372,25.549756638328002,
18386,32.446453565739866,25.532822923234153,
18418,32.460944551995624,25.517087278523015,
18454,32.48143047882498,25.504224239120237,
18485,32.49686879178447,25.488957761766112,
18517,32.50872124116928,25.47241030363021,
18550,32.52253867970434,25.456590072553233,
18584,32.53709672641919,25.44109900530201,
