episode,reward
1,32.985516
2,-10.194199
3,-5.142290
4,-19.498851
5,12.516480
6,-85.764606
7,-184.605346
8,50.733267
9,-10.844320
10,36.788370
11,233.944047
12,-5.148150
13,-11.211691
14,67.968886
15,-10.597174
16,7.445085
17,5.192749
18,-54.079961
19,-12.523197
20,30.376383
21,0.547964
22,-2.237452
23,27.101630
24,49.238714
25,61.567613
26,-120.457872
27,-42.292366
28,31.452214
29,-86.103334
30,-19.944171
31,-13.817302
32,173.895573
33,14.855231
34,46.274826
35,54.263637
36,-50.921518
37,22.340915
38,-7.213069
39,-7.188449
40,114.009395
41,55.650830
42,183.300408
43,-145.485755
44,-35.122045
45,-46.887408
46,36.810150
47,17.666452
48,8.179185
49,12.869492
50,-77.211859
51,79.307838
52,-76.918383
53,33.559385
54,-77.883881
55,69.735500
56,-32.161442
57,13.701980
58,-37.584331
59,-46.016100
60,-28.412896
61,4.525805
62,29.660033
63,-155.792746
64,46.941487
65,-44.392350
66,16.560435
67,-15.060785
68,-81.708379
69,-80.328437
70,80.695580
71,-72.688082
72,-29.963556
73,5.330307
74,2.678095
75,-3.835190
76,113.618490
77,-21.043350
78,9.541046
79,-44.387613
80,-104.682017
81,-4.959561
82,44.439323
83,-34.729447
84,61.634401
85,66.937033
86,37.035456
87,-26.496568
88,60.650165
89,21.829390
90,-91.473572
91,-28.236497
92,60.451075
93,-2.729556
94,8.453088
95,-9.181166
96,-18.033003
97,-17.545726
98,29.329550
99,-41.559963
100,-10.099439
101,-82.617504
102,0.841667
103,-11.456795
104,-43.862588
105,-74.737705
106,14.383002
107,-15.907901
108,-90.297430
109,-13.187654
110,86.804925
111,-59.169253
112,52.320553
113,216.727415
114,11.051312
115,85.091673
116,44.527927
117,-35.007086
118,66.229771
119,34.382646
120,-146.500860
121,6.542138
122,217.707357
123,17.877595
124,-148.871484
125,202.066468
126,-87.570535
127,-68.012315
128,-13.503659
129,-16.338620
130,-66.245729
131,13.624523
132,60.578273
133,54.821676
134,111.231915
135,13.797310
136,-63.817853
137,-16.113849
138,21.794266
139,-61.101637
140,-60.341964
141,18.828933
142,246.143053
143,-72.101687
144,-42.484472
145,-223.453438
146,-5.099284
147,34.595424
148,54.838580
149,237.807314
150,-41.000974
151,-138.140672
152,-4.753392
153,-7.915298
154,-62.751302
155,30.974027
156,15.721316
157,-18.681034
158,-28.436349
159,107.696131
160,6.584664
161,-22.179409
162,32.761857
163,3.645101
164,31.767843
165,-133.311885
166,8.197114
167,27.705248
168,35.471740
169,-13.824041
170,-43.424640
171,-65.342259
172,-62.144945
173,-20.727507
174,-26.536190
175,-4.724535
176,49.439302
177,10.527974
178,268.636271
179,20.276428
180,-12.704929
181,57.228340
182,-6.821361
183,-53.895491
184,50.658392
185,26.951414
186,57.098441
187,17.804306
188,0.092337
189,155.144373
190,-52.929806
191,-15.477866
192,-16.032000
193,27.878360
194,2.459950
195,29.468282
196,4.391642
197,-48.438685
198,68.560673
199,-21.543629
200,228.553064
201,-11.349740
202,-40.883652
203,238.984879
204,-88.923718
205,-15.950591
206,-59.602218
207,-12.217028
208,-30.369045
209,-30.631071
210,4.164097
211,-91.682032
212,41.459316
213,5.620735
214,-12.482057
215,61.957916
216,-153.985315
217,-50.866737
218,25.902232
219,151.922473
220,12.524119
221,-8.249733
222,-16.790181
223,165.001775
224,-104.544310
225,-6.998664
226,125.965701
227,-20.390294
228,35.577456
229,118.385774
230,-76.544193
231,-47.935101
232,-7.370487
233,-45.268717
234,131.809724
235,-11.267215
236,-19.872481
237,73.437724
238,71.876744
239,40.978947
240,27.011988
241,66.221076
242,-97.317670
243,34.246556
244,-44.406901
245,20.014486
246,-14.995942
247,260.846123
248,-39.214545
249,-61.124430
250,340.605321
251,-56.883111
252,35.659477
253,291.598831
254,52.251510
255,-11.113132
256,12.881390
257,-0.960309
258,-50.392142
259,-105.097783
260,-73.758444
261,178.828457
262,20.423435
263,-9.342438
264,62.413477
265,-15.198249
266,111.943045
267,-42.838826
268,51.772022
269,-24.420110
270,-37.145185
271,-102.817556
272,-44.423578
273,-34.340069
274,-217.785599
275,57.070869
276,-17.369118
277,-25.881721
278,-46.539282
279,134.945121
280,-54.716327
281,92.551816
282,-6.590109
283,34.330096
284,77.154172
285,82.382366
286,-2.481457
287,45.842592
288,52.140274
289,-45.534197
290,79.958281
291,-119.432330
292,18.991373
293,-70.133610
294,-43.081983
295,2.640752
296,3.660315
297,-18.353920
298,53.375404
299,311.778328
300,44.049170
301,-41.174306
302,-35.764379
303,36.991389
304,-82.248184
305,-140.867532
306,-9.467996
307,12.392133
308,172.850211
309,44.079166
310,-63.503378
311,-83.763268
312,21.046443
313,-133.259082
314,58.432822
315,227.130344
316,14.651254
317,12.559948
