timestep,mean_reward,std_reward,steps_to_1000_return
15,8.984269006048821,0.0,
23,6.138448101846619,2.8458209042022022,
33,6.135418229206757,2.3236069890264552,
41,5.222419346692153,2.559309078249087,
54,5.440269280854467,2.3302113083719798,
61,4.995734187299411,2.34796959060317,
68,4.580127768564914,2.400368197729629,
99,9.85125441733656,14.125685101290562,
112,9.667126615475311,13.328002501253147,
136,11.679827313514979,14.011807967035283,
143,10.790760442290887,13.65235915083289,
157,10.662587810960895,13.078049484117612,
164,10.121780860811045,12.703876441258416,
189,11.842900710312728,13.724795964830925,
213,13.11508485954392,14.087950801716858,
220,12.40819907929133,13.912629982302757,
227,11.808568194733915,13.708691803056114,
234,11.350583342698876,13.455613170565766,
241,10.886249953676202,13.244066286083724,
248,10.455950214283407,13.044271794522652,
270,11.279451023041306,13.251927150846237,
277,10.91704038778817,13.05332558794126,
284,10.533402049154011,12.892594864106822,
291,10.220735636204097,12.709905473265492,
298,9.898118362824206,12.553007407620061,
305,9.585175679426722,12.408288799774613,
312,9.302661330834209,12.261254970405147,
332,9.723245893078765,12.237042654336635,
339,9.459658220579053,12.104832993594629,
352,9.391982643958341,11.906954631748368,
376,10.055156530714047,12.263610858387642,
400,10.749226885850705,12.673989701453218,
407,10.542745337599841,12.535020817471246,
414,10.292990776973786,12.432370016374332,
421,10.05220101321414,12.333654167024788,
428,9.830257059045445,12.231825938679895,
435,9.613053277593707,12.13557733179988,
442,9.417300761171035,12.033887848556068,
449,9.22921186027401,11.93505794159419,
456,9.052977137427561,11.836205316376276,
463,8.936337267897354,11.714221313955562,
470,8.820207364241483,11.597788560524288,
477,8.664242861238668,11.506617100795772,
498,8.9598738595841,11.539115906377384,
518,9.142737549168638,11.474476114880444,
525,8.99111937684066,11.394551902082931,
532,8.846035515949914,11.315547621287049,
539,8.750316943722078,11.216269450230476,
546,8.609067844886225,11.144277468527292,
577,9.349217626965167,12.188284751566904,
584,9.2272555428328,12.09897489716769,
591,9.092137266822515,12.020865112803135,
600,9.013191651874658,11.920522039204998,
622,9.365469527548298,12.084894280521368,
661,10.15076447925021,13.292496862601503,
668,10.002573166076292,13.219043929828736,
675,9.864544332322621,13.14322499637864,
682,9.727790057788338,13.070272029125984,
690,9.608931674291608,12.990609585089565,
697,9.48339045993445,12.917941539940403,
704,9.361541638635007,12.846338594770964,
711,9.241462474061084,12.776784650663059,
718,9.161550360378206,12.690584884842151,
725,9.050134430102174,12.62206697842544,
732,8.942225559309824,12.554313495423328,
